SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date,UNDERLYING_CLOSE,UNDERLYING_OPEN,UNDERLYING_HIGH,UNDERLYING_LOW,UNDERLYING_VOLUME,DTE_DAYS
MM3300BF7,2025-12-01,,,,,528.8,,,1042.0,0,C,3300.0,2027-06-17,2686.93,2674.51,2698.41,2662.86,0,563
MM3450BF7,2025-12-01,,,,,474.6,,,3616.0,0,C,3450.0,2027-06-17,2686.93,2674.51,2698.41,2662.86,0,563
MM1900BF6,2025-12-02,,,,,1039.0,,,,0,C,1900.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2400BR6,2025-12-02,,,,,107.0,,,,0,P,2400.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2500BR6,2025-12-02,,,,,132.9,,,,0,P,2500.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2550BR6,2025-12-02,,,,,147.95,,,,0,P,2550.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2600BF6,2025-12-02,,,,,464.35,,,92.0,0,C,2600.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2600BR6,2025-12-02,,,,,164.5,,,,0,P,2600.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2650BF6,2025-12-02,,,,,432.45,,,1020.0,0,C,2650.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2700BF6,2025-12-02,,,,,402.2,,,730.0,0,C,2700.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2700BR6,2025-12-02,,,,,202.35,,,,0,P,2700.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2750BF6,2025-12-02,,,,,373.6,,,128.0,0,C,2750.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2750BR6,2025-12-02,,,,,223.75,,,,0,P,2750.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2800BF6,2025-12-02,,,,,346.65,,,182.0,0,C,2800.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2800BR6,2025-12-02,,,,,246.8,,,,0,P,2800.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2850BF6,2025-12-02,,,,,321.35,,,,0,C,2850.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2850BR6,2025-12-02,,,,,271.5,,,,0,P,2850.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2900BF6,2025-12-02,,,,,297.75,,,,0,C,2900.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM3000BF6,2025-12-02,,,,,255.3,,,,0,C,3000.0,2026-06-18,2667.2,2683.76,2692.22,2657.52,0,198
MM2400BU6,2025-12-02,,,,,141.55,,,,0,P,2400.0,2026-09-17,2667.2,2683.76,2692.22,2657.52,0,289
MM3100BI6,2025-12-02,,,,,306.75,,,988.0,0,C,3100.0,2026-09-17,2667.2,2683.76,2692.22,2657.52,0,289
MM3150BI6,2025-12-02,,,,,288.7,,,1714.0,0,C,3150.0,2026-09-17,2667.2,2683.76,2692.22,2657.52,0,289
MM3200BI6,2025-12-02,,,,,271.75,,,738.0,0,C,3200.0,2026-09-17,2667.2,2683.76,2692.22,2657.52,0,289
MM3050BL6,2025-12-02,,,,,421.45,,,1484.0,0,C,3050.0,2026-12-17,2667.2,2683.76,2692.22,2657.52,0,380
MM3100BL6,2025-12-02,,,,,400.5,,,542.0,0,C,3100.0,2026-12-17,2667.2,2683.76,2692.22,2657.52,0,380
MM3200BL6,2025-12-02,,,,,361.9,,,2692.0,0,C,3200.0,2026-12-17,2667.2,2683.76,2692.22,2657.52,0,380
MM3250BL6,2025-12-02,,,,,344.1,,,1426.0,0,C,3250.0,2026-12-17,2667.2,2683.76,2692.22,2657.52,0,380
MM3150BC7,2025-12-02,,,,,498.45,,,956.0,0,C,3150.0,2027-03-18,2667.2,2683.76,2692.22,2657.52,0,471
MM3200BC7,2025-12-02,,,,,477.4,,,1020.0,0,C,3200.0,2027-03-18,2667.2,2683.76,2692.22,2657.52,0,471
MM3300BF7,2025-12-02,,,,,523.7,,,1042.0,0,C,3300.0,2027-06-17,2667.2,2683.76,2692.22,2657.52,0,562
MM3450BF7,2025-12-02,,,,,467.7,,,3616.0,0,C,3450.0,2027-06-17,2667.2,2683.76,2692.22,2657.52,0,562
MM1900BF6,2025-12-03,,,,,982.4,,,,0,C,1900.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2400BR6,2025-12-03,,,,,89.95,,,,0,P,2400.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2500BR6,2025-12-03,,,,,119.55,,,,0,P,2500.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2550BR6,2025-12-03,,,,,136.75,,,,0,P,2550.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2600BF6,2025-12-03,,,,,421.2,,,92.0,0,C,2600.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2600BR6,2025-12-03,,,,,155.55,,,,0,P,2600.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2650BF6,2025-12-03,,,,,391.7,,,1020.0,0,C,2650.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2700BF6,2025-12-03,,,,,363.85,,,730.0,0,C,2700.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2700BR6,2025-12-03,,,,,198.2,,,,0,P,2700.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2750BF6,2025-12-03,,,,,337.6,,,128.0,0,C,2750.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2750BR6,2025-12-03,,,,,221.95,,,,0,P,2750.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2800BF6,2025-12-03,,,,,313.05,,,182.0,0,C,2800.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2800BR6,2025-12-03,,,,,247.4,,,,0,P,2800.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2850BF6,2025-12-03,,,,,290.0,,,,0,C,2850.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2850BR6,2025-12-03,,,,,274.35,,,,0,P,2850.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2900BF6,2025-12-03,,,,,268.55,,,,0,C,2900.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM3000BF6,2025-12-03,,,,,229.95,,,,0,C,3000.0,2026-06-18,2651.71,2640.22,2651.71,2619.88,0,197
MM2400BU6,2025-12-03,,,,,116.45,,,,0,P,2400.0,2026-09-17,2651.71,2640.22,2651.71,2619.88,0,288
MM3100BI6,2025-12-03,,,,,290.1,,,988.0,0,C,3100.0,2026-09-17,2651.71,2640.22,2651.71,2619.88,0,288
MM3150BI6,2025-12-03,,,,,272.95,,,1714.0,0,C,3150.0,2026-09-17,2651.71,2640.22,2651.71,2619.88,0,288
MM3200BI6,2025-12-03,,,,,256.8,,,738.0,0,C,3200.0,2026-09-17,2651.71,2640.22,2651.71,2619.88,0,288
MM3050BL6,2025-12-03,,,,,405.9,,,1484.0,0,C,3050.0,2026-12-17,2651.71,2640.22,2651.71,2619.88,0,379
MM3100BL6,2025-12-03,,,,,385.95,,,542.0,0,C,3100.0,2026-12-17,2651.71,2640.22,2651.71,2619.88,0,379
MM3200BL6,2025-12-03,,,,,348.9,,,2692.0,0,C,3200.0,2026-12-17,2651.71,2640.22,2651.71,2619.88,0,379
MM3250BL6,2025-12-03,,,,,331.75,,,1426.0,0,C,3250.0,2026-12-17,2651.71,2640.22,2651.71,2619.88,0,379
MM3150BC7,2025-12-03,,,,,462.25,,,956.0,0,C,3150.0,2027-03-18,2651.71,2640.22,2651.71,2619.88,0,470
MM3200BC7,2025-12-03,,,,,442.7,,,1020.0,0,C,3200.0,2027-03-18,2651.71,2640.22,2651.71,2619.88,0,470
MM3300BF7,2025-12-03,,,,,497.4,,,1042.0,0,C,3300.0,2027-06-17,2651.71,2640.22,2651.71,2619.88,0,561
MM3450BF7,2025-12-03,,,,,444.3,,,3616.0,0,C,3450.0,2027-06-17,2651.71,2640.22,2651.71,2619.88,0,561
MM1850BF6,2025-12-04,,,,,1050.65,,,,0,C,1850.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM1850BR6,2025-12-04,,,,,26.65,,,,0,P,1850.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM1900BF6,2025-12-04,,,,,1002.6,,,,0,C,1900.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2400BR6,2025-12-04,,,,,79.1,,,,0,P,2400.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2500BR6,2025-12-04,,,,,101.6,,,,0,P,2500.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2550BR6,2025-12-04,,,,,115.25,,,,0,P,2550.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2600BF6,2025-12-04,,,,,404.7,,,92.0,0,C,2600.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2600BR6,2025-12-04,,,,,130.7,,,,0,P,2600.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2650BF6,2025-12-04,,,,,371.95,,,1020.0,0,C,2650.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2700BF6,2025-12-04,,,,,341.15,,,730.0,0,C,2700.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2700BR6,2025-12-04,,,,,167.15,,,,0,P,2700.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2750BF6,2025-12-04,,,,,312.4,,,128.0,0,C,2750.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2750BR6,2025-12-04,,,,,188.4,,,,0,P,2750.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2800BF6,2025-12-04,,,,,285.65,,,182.0,0,C,2800.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2800BR6,2025-12-04,,,,,211.65,,,,0,P,2800.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2850BF6,2025-12-04,,,,,260.9,,,,0,C,2850.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2850BR6,2025-12-04,,,,,236.9,,,,0,P,2850.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2900BF6,2025-12-04,,,,,238.15,,,,0,C,2900.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM3000BF6,2025-12-04,,,,,198.35,,,,0,C,3000.0,2026-06-18,2657.13,2661.39,2668.09,2653.99,0,196
MM2400BU6,2025-12-04,,,,,101.0,,,,0,P,2400.0,2026-09-17,2657.13,2661.39,2668.09,2653.99,0,287
MM3100BI6,2025-12-04,,,,,251.05,,,988.0,0,C,3100.0,2026-09-17,2657.13,2661.39,2668.09,2653.99,0,287
MM3150BI6,2025-12-04,,,,,233.9,,,1714.0,0,C,3150.0,2026-09-17,2657.13,2661.39,2668.09,2653.99,0,287
MM3200BI6,2025-12-04,,,,,218.1,,,738.0,0,C,3200.0,2026-09-17,2657.13,2661.39,2668.09,2653.99,0,287
MM3050BL6,2025-12-04,,,,,348.8,,,1484.0,0,C,3050.0,2026-12-17,2657.13,2661.39,2668.09,2653.99,0,378
MM3100BL6,2025-12-04,,,,,328.55,,,542.0,0,C,3100.0,2026-12-17,2657.13,2661.39,2668.09,2653.99,0,378
MM3200BL6,2025-12-04,,,,,291.85,,,2692.0,0,C,3200.0,2026-12-17,2657.13,2661.39,2668.09,2653.99,0,378
MM3250BL6,2025-12-04,,,,,275.25,,,1426.0,0,C,3250.0,2026-12-17,2657.13,2661.39,2668.09,2653.99,0,378
MM3150BC7,2025-12-04,,,,,414.0,,,956.0,0,C,3150.0,2027-03-18,2657.13,2661.39,2668.09,2653.99,0,469
MM3200BC7,2025-12-04,,,,,393.5,,,1020.0,0,C,3200.0,2027-03-18,2657.13,2661.39,2668.09,2653.99,0,469
MM3300BF7,2025-12-04,,,,,449.7,,,1042.0,0,C,3300.0,2027-06-17,2657.13,2661.39,2668.09,2653.99,0,560
MM3450BF7,2025-12-04,,,,,394.4,,,3616.0,0,C,3450.0,2027-06-17,2657.13,2661.39,2668.09,2653.99,0,560
MM1850BF6,2025-12-05,,,,,1087.65,,,,0,C,1850.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM1850BR6,2025-12-05,,,,,16.95,,,,0,P,1850.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM1900BF6,2025-12-05,,,,,1039.65,,,,0,C,1900.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2400BR6,2025-12-05,,,,,70.7,,,,0,P,2400.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2500BR6,2025-12-05,,,,,93.0,,,,0,P,2500.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2550BR6,2025-12-05,,,,,106.35,,,,0,P,2550.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2600BF6,2025-12-05,,,,,441.95,,,92.0,0,C,2600.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2600BR6,2025-12-05,,,,,121.25,,,,0,P,2600.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2650BF6,2025-12-05,,,,,408.55,,,1020.0,0,C,2650.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2700BF6,2025-12-05,,,,,376.9,,,730.0,0,C,2700.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2700BR6,2025-12-05,,,,,156.2,,,,0,P,2700.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2750BF6,2025-12-05,,,,,347.05,,,128.0,0,C,2750.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2750BR6,2025-12-05,,,,,176.35,,,,0,P,2750.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2800BF6,2025-12-05,,,,,319.0,,,182.0,0,C,2800.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2800BR6,2025-12-05,,,,,198.3,,,,0,P,2800.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2850BF6,2025-12-05,,,,,292.75,,,,0,C,2850.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2850BR6,2025-12-05,,,,,222.05,,,,0,P,2850.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2900BF6,2025-12-05,,,,,268.3,,,,0,C,2900.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM3000BF6,2025-12-05,,,,,224.75,,,,0,C,3000.0,2026-06-18,2711.3,2662.05,2718.32,2656.92,0,195
MM2400BU6,2025-12-05,,,,,99.6,,,,0,P,2400.0,2026-09-17,2711.3,2662.05,2718.32,2656.92,0,286
MM3100BI6,2025-12-05,,,,,282.5,,,988.0,0,C,3100.0,2026-09-17,2711.3,2662.05,2718.32,2656.92,0,286
MM3150BI6,2025-12-05,,,,,263.7,,,1714.0,0,C,3150.0,2026-09-17,2711.3,2662.05,2718.32,2656.92,0,286
MM3200BI6,2025-12-05,,,,,246.2,,,738.0,0,C,3200.0,2026-09-17,2711.3,2662.05,2718.32,2656.92,0,286
MM3050BL6,2025-12-05,,,,,388.0,,,1484.0,0,C,3050.0,2026-12-17,2711.3,2662.05,2718.32,2656.92,0,377
MM3100BL6,2025-12-05,,,,,365.95,,,542.0,0,C,3100.0,2026-12-17,2711.3,2662.05,2718.32,2656.92,0,377
MM3200BL6,2025-12-05,,,,,325.35,,,2692.0,0,C,3200.0,2026-12-17,2711.3,2662.05,2718.32,2656.92,0,377
MM3250BL6,2025-12-05,,,,,306.75,,,1426.0,0,C,3250.0,2026-12-17,2711.3,2662.05,2718.32,2656.92,0,377
MM3150BC7,2025-12-05,,,,,454.95,,,956.0,0,C,3150.0,2027-03-18,2711.3,2662.05,2718.32,2656.92,0,468
MM3200BC7,2025-12-05,,,,,432.85,,,1020.0,0,C,3200.0,2027-03-18,2711.3,2662.05,2718.32,2656.92,0,468
MM3300BF7,2025-12-05,,,,,490.4,,,1042.0,0,C,3300.0,2027-06-17,2711.3,2662.05,2718.32,2656.92,0,559
MM3450BF7,2025-12-05,,,,,430.15,,,3616.0,0,C,3450.0,2027-06-17,2711.3,2662.05,2718.32,2656.92,0,559
MM1900BF6,2025-12-08,,,,,1037.8,,,,0,C,1900.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2400BR6,2025-12-08,,,,,61.95,,,,0,P,2400.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2500BR6,2025-12-08,,,,,81.25,,,,0,P,2500.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2550BR6,2025-12-08,,,,,93.2,,,,0,P,2550.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2600BF6,2025-12-08,,,,,423.15,,,92.0,0,C,2600.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2600BR6,2025-12-08,,,,,106.85,,,,0,P,2600.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2650BF6,2025-12-08,,,,,388.65,,,1020.0,0,C,2650.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2700BF6,2025-12-08,,,,,356.05,,,730.0,0,C,2700.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2700BR6,2025-12-08,,,,,139.75,,,,0,P,2700.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2750BF6,2025-12-08,,,,,325.55,,,128.0,0,C,2750.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2750BR6,2025-12-08,,,,,159.25,,,,0,P,2750.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2800BF6,2025-12-08,,,,,297.05,,,182.0,0,C,2800.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2800BR6,2025-12-08,,,,,180.75,,,,0,P,2800.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2850BF6,2025-12-08,,,,,270.7,,,,0,C,2850.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2850BR6,2025-12-08,,,,,204.4,,,,0,P,2850.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2900BF6,2025-12-08,,,,,246.45,,,,0,C,2900.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM3000BF6,2025-12-08,,,,,204.0,,,,0,C,3000.0,2026-06-18,2705.17,2727.14,2739.74,2699.79,0,192
MM2400BU6,2025-12-08,,,,,90.05,,,,0,P,2400.0,2026-09-17,2705.17,2727.14,2739.74,2699.79,0,283
MM3100BI6,2025-12-08,,,,,270.7,,,988.0,0,C,3100.0,2026-09-17,2705.17,2727.14,2739.74,2699.79,0,283
MM3150BI6,2025-12-08,,,,,253.3,,,1714.0,0,C,3150.0,2026-09-17,2705.17,2727.14,2739.74,2699.79,0,283
MM3200BI6,2025-12-08,,,,,237.25,,,738.0,0,C,3200.0,2026-09-17,2705.17,2727.14,2739.74,2699.79,0,283
MM3050BL6,2025-12-08,,,,,362.15,,,1484.0,0,C,3050.0,2026-12-17,2705.17,2727.14,2739.74,2699.79,0,374
MM3100BL6,2025-12-08,,,,,340.4,,,542.0,0,C,3100.0,2026-12-17,2705.17,2727.14,2739.74,2699.79,0,374
MM3200BL6,2025-12-08,,,,,300.9,,,2692.0,0,C,3200.0,2026-12-17,2705.17,2727.14,2739.74,2699.79,0,374
MM3250BL6,2025-12-08,,,,,283.05,,,1426.0,0,C,3250.0,2026-12-17,2705.17,2727.14,2739.74,2699.79,0,374
MM3150BC7,2025-12-08,,,,,419.55,,,956.0,0,C,3150.0,2027-03-18,2705.17,2727.14,2739.74,2699.79,0,465
MM3200BC7,2025-12-08,,,,,397.9,,,1020.0,0,C,3200.0,2027-03-18,2705.17,2727.14,2739.74,2699.79,0,465
MM3300BF7,2025-12-08,,,,,447.55,,,1042.0,0,C,3300.0,2027-06-17,2705.17,2727.14,2739.74,2699.79,0,556
MM3450BF7,2025-12-08,,,,,389.95,,,3616.0,0,C,3450.0,2027-06-17,2705.17,2727.14,2739.74,2699.79,0,556
MM1900BF6,2025-12-09,,,,,1033.8,,,,0,C,1900.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2400BR6,2025-12-09,,,,,78.5,,,,0,P,2400.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2500BR6,2025-12-09,,,,,102.6,,,,0,P,2500.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2550BR6,2025-12-09,,,,,116.85,,,,0,P,2550.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2600BF6,2025-12-09,,,,,447.15,,,92.0,0,C,2600.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2600BR6,2025-12-09,,,,,132.55,,,,0,P,2600.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2650BF6,2025-12-09,,,,,414.5,,,1020.0,0,C,2650.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2700BF6,2025-12-09,,,,,383.5,,,730.0,0,C,2700.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2700BR6,2025-12-09,,,,,168.9,,,,0,P,2700.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2750BF6,2025-12-09,,,,,354.2,,,128.0,0,C,2750.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2750BR6,2025-12-09,,,,,189.6,,,,0,P,2750.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2800BF6,2025-12-09,,,,,326.6,,,182.0,0,C,2800.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2800BR6,2025-12-09,,,,,212.0,,,,0,P,2800.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2850BF6,2025-12-09,,,,,300.75,,,,0,C,2850.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2850BR6,2025-12-09,,,,,236.15,,,,0,P,2850.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2900BF6,2025-12-09,,,,,276.55,,,,0,C,2900.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM3000BF6,2025-12-09,,,,,233.2,,,,0,C,3000.0,2026-06-18,2702.72,2693.36,2721.82,2686.32,0,191
MM2400BU6,2025-12-09,,,,,105.35,,,,0,P,2400.0,2026-09-17,2702.72,2693.36,2721.82,2686.32,0,282
MM3100BI6,2025-12-09,,,,,287.35,,,988.0,0,C,3100.0,2026-09-17,2702.72,2693.36,2721.82,2686.32,0,282
MM3150BI6,2025-12-09,,,,,268.55,,,1714.0,0,C,3150.0,2026-09-17,2702.72,2693.36,2721.82,2686.32,0,282
MM3200BI6,2025-12-09,,,,,251.0,,,738.0,0,C,3200.0,2026-09-17,2702.72,2693.36,2721.82,2686.32,0,282
MM3050BL6,2025-12-09,,,,,399.8,,,1484.0,0,C,3050.0,2026-12-17,2702.72,2693.36,2721.82,2686.32,0,373
MM3100BL6,2025-12-09,,,,,378.15,,,542.0,0,C,3100.0,2026-12-17,2702.72,2693.36,2721.82,2686.32,0,373
MM3200BL6,2025-12-09,,,,,338.15,,,2692.0,0,C,3200.0,2026-12-17,2702.72,2693.36,2721.82,2686.32,0,373
MM3250BL6,2025-12-09,,,,,319.75,,,1426.0,0,C,3250.0,2026-12-17,2702.72,2693.36,2721.82,2686.32,0,373
MM3150BC7,2025-12-09,,,,,464.6,,,956.0,0,C,3150.0,2027-03-18,2702.72,2693.36,2721.82,2686.32,0,464
MM3200BC7,2025-12-09,,,,,443.1,,,1020.0,0,C,3200.0,2027-03-18,2702.72,2693.36,2721.82,2686.32,0,464
MM3300BF7,2025-12-09,,,,,498.9,,,1042.0,0,C,3300.0,2027-06-17,2702.72,2693.36,2721.82,2686.32,0,555
MM3450BF7,2025-12-09,,,,,440.55,,,3616.0,0,C,3450.0,2027-06-17,2702.72,2693.36,2721.82,2686.32,0,555
MM1900BF6,2025-12-10,,,,,1050.95,,,,0,C,1900.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2400BR6,2025-12-10,,,,,63.2,,,,0,P,2400.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2500BR6,2025-12-10,,,,,81.05,,,,0,P,2500.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2550BR6,2025-12-10,,,,,92.1,,,,0,P,2550.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2600BF6,2025-12-10,,,,,437.55,,,92.0,0,C,2600.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2600BR6,2025-12-10,,,,,104.85,,,,0,P,2600.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2650BF6,2025-12-10,,,,,402.15,,,1020.0,0,C,2650.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2700BF6,2025-12-10,,,,,368.85,,,730.0,0,C,2700.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2700BR6,2025-12-10,,,,,136.15,,,,0,P,2700.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2750BF6,2025-12-10,,,,,337.75,,,128.0,0,C,2750.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2750BR6,2025-12-10,,,,,155.05,,,,0,P,2750.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2800BF6,2025-12-10,,,,,309.0,,,182.0,0,C,2800.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2800BR6,2025-12-10,,,,,176.3,,,,0,P,2800.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2850BF6,2025-12-10,,,,,282.65,,,,0,C,2850.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2850BR6,2025-12-10,,,,,199.95,,,,0,P,2850.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2900BF6,2025-12-10,,,,,258.7,,,,0,C,2900.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM3000BF6,2025-12-10,,,,,217.9,,,,0,C,3000.0,2026-06-18,2720.66,2720.42,2730.6,2713.19,0,190
MM2400BU6,2025-12-10,,,,,83.45,,,,0,P,2400.0,2026-09-17,2720.66,2720.42,2730.6,2713.19,0,281
MM3100BI6,2025-12-10,,,,,269.45,,,988.0,0,C,3100.0,2026-09-17,2720.66,2720.42,2730.6,2713.19,0,281
MM3150BI6,2025-12-10,,,,,253.15,,,1714.0,0,C,3150.0,2026-09-17,2720.66,2720.42,2730.6,2713.19,0,281
MM3200BI6,2025-12-10,,,,,238.45,,,738.0,0,C,3200.0,2026-09-17,2720.66,2720.42,2730.6,2713.19,0,281
MM3050BL6,2025-12-10,,,,,380.95,,,1484.0,0,C,3050.0,2026-12-17,2720.66,2720.42,2730.6,2713.19,0,372
MM3100BL6,2025-12-10,,,,,360.25,,,542.0,0,C,3100.0,2026-12-17,2720.66,2720.42,2730.6,2713.19,0,372
