vol_regime,N,MAE,mean_error,median_abs_error,RMSE,mean_abs_pct_error,model
low_vol,7684,104.11754018044682,-103.81760328734953,76.32499999999987,143.89267869119837,0.8449430138670986,CRR + hv_21d
mid_vol,5519,141.81380651022116,-141.315007045209,123.68196962076217,173.7384900565121,0.601896852431795,CRR + hv_21d
high_vol,4855,117.76349824274999,-29.355213782256044,94.93695383026966,154.63670365900492,11.987583660875599,CRR + hv_21d
low_vol,7684,82.07774656456382,-78.7945642298714,58.65374724562507,118.3152571431562,1.3068041173643912,CRR + hv_63d
mid_vol,5519,128.259895651891,-123.53541977204327,109.39749595090254,158.5346344968719,0.780274332366795,CRR + hv_63d
high_vol,4855,122.8302136133071,-68.58922451083707,104.19049036580351,151.11483847573228,11.05050050112588,CRR + hv_63d
low_vol,7684,77.49203550826746,-76.10085147527967,51.32480474986497,112.5264924180176,0.827378353566081,CRR + garch
mid_vol,5519,118.19521340848436,-111.07725055663819,102.64009692429238,145.98190383520634,0.7101663319935981,CRR + garch
high_vol,4855,141.00410180957022,-43.931223484860034,114.84959621535813,186.43992286337829,6.162932499802444,CRR + garch
