Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	SIM Card Slot	Memory Card Type	Processor	Color	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	Fast_usb	NFC	Dual-Band	ANT+	Android Beam	Beidou	Cellular	FM	DLNA	EDGE	Fast Charge	GPS	Galileo	Global Version	HDMI Micro	Glonass	Headphone Jack	OTA	OTG	Infrared	Lightning	Quad-Band	Tri-Band	Wireless charging	WAP	WCDMA	Last_Sale	Is_Target
Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Very Good	337.59	0.0	19787.0	6679958.0	https://www.ebay.com/itm/254604777645?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This iPhone 11 is in Very Good condition and has been determined fully functional by our industry ...Read moreabout the seller notes“This iPhone 11 is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	apple	iPhone 11	64.0	Unlocked	12.0	6.1	Network Unlocked	4.0	Without Contract	IOS	A2111	Smartphone	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone - Very	266.28	0.0	12440.0	3312560.6	https://www.ebay.com/itm/254187678666?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone has been determined ...Read moreabout the seller notes“This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone XR 64GB Factory Unlocked Smartphone 4G LTE iOS Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”Read Lessabout the seller notes	apple	iPhone XR	64.0	Unlocked	12.0	6.1	Network Unlocked	3.0	Without Contract	IOS	A1984	Smartphone	MRYR2LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 11 64GB Unlocked Smartphone - Very Good	359.11	16.93	12224.0	4389742.37	https://www.ebay.com/itm/363183815277?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 11	64.0	Unlocked	12.0	6.1	Factory Unlocked	4.0	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	MWLD2LL/A, MWL72LL/A, MWL82LL/A, MWL92LL/A, MWLA2LL/A, MWLC2LL/A	4G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Ambient Light Sensor, Barometer, Proximity Sensor	Single SIM	Not Applicable	Hexa Core	Black	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone X 64GB Factory Unlocked Phone - Very Good	231.98	16.5	11781.0	2732899.88	https://www.ebay.com/itm/382605209867?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone X	64.0	Operator	12.0	5.8	Factory Unlocked	3.0	Without Contract	IOS	A1901	Smartphone	MQA62LL/A	2G, 3G, 4G, Bluetooth, GPS, LTE, Wi-Fi	4K Video Recording, Bluetooth Enabled, Email, Web, Facial Recognition, Front Camera, GPS, Rear Camera, Speakerphone, Touch Screen, Vibration, Video Calling	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone X 256GB Unlocked Smartphone - Very Good	263.59	15.34	10020.0	2641203.85	https://www.ebay.com/itm/382446518910?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone X	256.0	Operator	12.0	5.8	Factory Unlocked	3.0	Without Contract	IOS	A1901	Smartphone	MQAN2LL/A, MQAM2LL/A	4G, Bluetooth, GPS	4K Video Recording, Bluetooth Enabled	Single SIM	MicroSD	Hexa Core	Black	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung G960 Galaxy S9 64GB Factory Unlocked Smartphone - Very Good	129.44	18.85	9737.0	1260315.59	https://www.ebay.com/itm/401763851775?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Galaxy S9	64.0	Operator	12.0	5.8	Factory Unlocked	4.0	Without Contract	Android	SM-G960	Bar	SMG960UZBAXAA, SMG960UZKAXAA, SMG960UZPAXAA	4G, Bluetooth, GPS, LTE, Wi-Fi	4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 8 Plus 64GB Unlocked Smartphone - Very Good	223.09	15.68	10518.0	2346442.75	https://www.ebay.com/itm/362534145919?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone 8 Plus	64.0	Operator	12.0	5.5	Factory Unlocked	3.0	Without Contract	IOS	A1897	Bar	MQ8U2LL/A, MQ8V2LL/A, MQ8T2LL/A	4G, Bluetooth, GPS, LTE	4K Video Recording, Camera	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 11 64GB Factory Unlocked 4G LTE Smartphone - Good	331.26	0.0	7462.0	2471873.38	https://www.ebay.com/itm/254733458977?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“This iPhone 11 is 100% functional in Good condition, item will include scratches and dents on the ...Read moreabout the seller notes“This iPhone 11 is 100% functional in Good condition, item will include scratches and dents on the front, back, and corners of the product. It does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	apple	iPhone 11	64.0	Unlocked	12.0	6.1	Network Unlocked	4.0	Without Contract	IOS	A2111	Smartphone	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy S10 G973U 128GB Factory Unlocked Android Smartphone - Very Good	167.01	0.0	6555.0	1094767.45	https://www.ebay.com/itm/254449547850?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Galaxy S10 is in Very Good condition and has been determined fully functional by our industry ...Read moreabout the seller notes“This Galaxy S10 is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	samsung	Galaxy S10	128.0	Unlocked	12.0	6.1	Network Unlocked	8.0	Without Contract	Android	G973U	Smartphone	SM-G973UZKAXAA	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung G965 Galaxy S9+ Plus 64GB Factory Unlocked Smartphone - Very Good	159.37	13.33	6927.0	1103980.85	https://www.ebay.com/itm/362643917935?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Galaxy S9+	64.0	Operator	12.0	6.2	Factory Unlocked	6.0	Without Contract	Android	SM-G965	Bar	SM-G965UZBAXAA, SM-G965UZPAXAA, SM-G965UZKAXAA	4G, Bluetooth, GPS, LTE, Wi-Fi	4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung N960 Galaxy Note 9 128GB Factory Unlocked Smartphone - Very Good	208.2	16.01	6315.0	1314765.83	https://www.ebay.com/itm/362643928499?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Galaxy	128.0	Operator	12.0	6.4	Factory Unlocked	6.0	Without Contract	Android	SM-N960	Bar	SM-N960UZSAXAA, SM-N960UZPAXAA, SM-N960UZBAXAA	4G, Bluetooth, GPS, LTE	4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone - Very Good	249.83	0.0	5682.0	1419528.18	https://www.ebay.com/itm/254343826760?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone has been determined fully ...Read moreabout the seller notes“This Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. It will NOT come in its original packaging but will include an MFI certified lightning cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Apple iPhone XS 64GB Factory Unlocked 4G LTE iOS Smartphone is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice.”Read Lessabout the seller notes	apple	iPhone XS	64.0	Unlocked	12.0	5.8	Network Unlocked	4.0	Without Contract	IOS	A1920	Smartphone	MT942LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone XR 64GB Factory Unlocked Smartphone - Very Good	265.68	14.99	5677.0	1508275.55	https://www.ebay.com/itm/383240884447?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone XR	64.0	Operator	12.0	6.1	Factory Unlocked	3.0	Without Contract	IOS	A1984 (CDMA + GSM)	Smartphone	MRYR2LL/A, MRYX2LL/A, MRYW2LL/A, MRYV2LL/A, MRYU2LL/A, MRYT2LL/A	2G, 3G, 4G, Bluetooth, GPS, LTE	4G Data Capable, 4K Video Recording, Camera, Email, Web, Facial Recognition, Front Camera, GPS, Slow Motion Video Recording, Speakerphone, Touch Screen, Wi-Fi Capable	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung G975 Galaxy S10+ Plus 128GB Factory Unlocked Smartphone - Very Good	220.92	14.99	5872.0	1297219.55	https://www.ebay.com/itm/403272229686?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Galaxy S10+ Plus	128.0	Operator	12.0	6.4	Factory Unlocked	8.0	Without Contract	Android	SM-G975	Bar	SMG975UZIA, SMG975UZBA, SMG975UZKA, SMG975UZWA	4G, Bluetooth, GPS, LTE, Wi-Fi	4K Video Recording, AMOLED Display, ANT+	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung Galaxy S9 Unlocked | T-Mobile AT&T Verizon | 64GB 4G Smartphone Good	146.35	22.38	4706.0	688733.85	https://www.ebay.com/itm/284035968027?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“This item is in Good Condition and will show moderate signs of use (Scratching/Scuffing) on housing ...Read moreabout the seller notes“This item is in Good Condition and will show moderate signs of use (Scratching/Scuffing) on housing and screen. Fully Functional  GSM Unlocked– Comes with generic box charging usb and adapter.”Read Lessabout the seller notes	samsung	Samsung Galaxy S9	64.0	Unlocked	17.588671875	5.8	Network Unlocked	4.0	Without Contract	Android	G960U	Bar	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy S10+ G975U 128GB Factory Unlocked Android Smartphone - Very Good	226.07	0.0	5279.0	1193422.97	https://www.ebay.com/itm/254497147383?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Galaxy S10 Plus is in Very Good condition and has been determined fully functional by our ...Read moreabout the seller notes“This Galaxy S10 Plus is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	samsung	Galaxy S10 Plus	128.0	Unlocked	12.0	6.4	Network Unlocked	8.0	Without Contract	Android	SM-G975U	Smartphone	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 11 Pro Max 64GB Unlocked Smartphone - Very Good	498.39	16.02	4270.0	2128120.52	https://www.ebay.com/itm/402561477570?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 11 Pro Max	64.0	Unlocked	12.0	6.5	Factory Unlocked	4.0	Without Contract	IOS	A2161 (CDMA + GSM)	Bar	MWH02LL/A, MWH12LL/A, MWGY2LL/A, MWH22LL/A	4G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, Barometer, Proximity Sensor	Single SIM	Not Applicable	Hexa Core	Black	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 11 128GB Factory Unlocked 4G LTE Smartphone - Very Good	381.81	0.0	3778.0	1442482.22	https://www.ebay.com/itm/254726029927?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This iPhone 11 is in Very Good condition and has been determined fully functional by our industry ...Read moreabout the seller notes“This iPhone 11 is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	apple	iPhone 11	128.0	Unlocked	12.0	6.1	Network Unlocked	4.0	Without Contract	IOS	A2111	Smartphone	MWLE2LL/A	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 7 32GB GSM Factory Unlocked 4G LTE iOS WiFi Smartphone	108.09	15.23	3993.0	431614.07	https://www.ebay.com/itm/193380000263?nordt=true&orig_cvip=true&rt=nc	Used	“Overall good working condition and will have minor marks and scratches - Charger included”	apple	iPhone 7	32.0	Operator	12.0	4.7	Factory Unlocked	3.0	Without Contract	IOS	A1778	Bar	MN9Y2LL/A, MN9L2LL/A, MN9K2LL/A, MN9M2LL/A	4G, LTE, Wi-Fi	Internet Browser, Touchscreen, 4G Data Capable, Bluetooth Enabled, GPS, Music Player, Speakerphone	Single SIM	CompactFlash	Quad Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Google Pixel 5 5G Factory Unlocked 128GB Smartphone - Very Good	309.09	16.62	3514.0	1086143.86	https://www.ebay.com/itm/224743929590?nordt=true&orig_cvip=true&rt=nc	Good - Refurbished	“1 year warranty included. Bootloader can NOT be unlocked. This device has been cleaned and ...Read moreabout the seller notes“1 year warranty included. Bootloader can NOT be unlocked. This device has been cleaned and inspected. It is tested and fully functional. Will show signs of use such as scratches/scuffs. They can be covered with a case and screen protector. Unlocked to work with any sim card worldwide. It comes repacked with a charger and a USB cable.”Read Lessabout the seller notes	google	Google Pixel 5	128.0	Unlocked	16.0	5.916407485281749	Factory Unlocked	8.0	Without Contract	Android	GD1YQ	Bar	GA01986-US, GA01955-US	5G	Accelerometer	Single SIM	None	Octa Core	Black	0	0	0	1	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung G970 Galaxy S10e 128GB Factory Unlocked Smartphone - Very Good	137.19	13.53	3856.0	528992.27	https://www.ebay.com/itm/382980837076?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Galaxy S10e	128.0	Operator	16.0	5.8	Factory Unlocked	6.0	Without Contract	Android	SM-G970	Bar	G970UZWAXAA, G970UZKAXAA, G970UZBAXAA, G970UZIAXAA, G970UZRV	4G, Bluetooth, GPS, LTE, Wi-Fi	4G Data Capable, 4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung  Galaxy S21 5G 128GB G991U Fully Unlocked Smartphone - Very Good	264.42	0.0	3578.0	946093.22	https://www.ebay.com/itm/254986400075?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Samsung Galaxy S21 5G is in Very Good condition and has been determined fully functional by ...Read moreabout the seller notes“This Samsung Galaxy S21 5G is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	samsung	Samsung Galaxy S21 5G	128.0	Unlocked	40.0	6.2	Factory Unlocked	12.0	Without Contract	Android	A2111 (CDMA + GSM)	Smartphone	SM-G991UZAAXAA	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 11 Pro Max 256GB Unlocked Smartphone - Very Good	545.96	15.29	3774.0	2060464.65	https://www.ebay.com/itm/363183789732?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 11 Pro Max	256.0	Unlocked	12.0	6.5	Factory Unlocked	4.0	Without Contract	IOS	A2161 (CDMA + GSM)	Bar	MWH52LL/A, MWH62LL/A, MWH42LL/A, MWH72LL/A	4G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, Barometer, Proximity Sensor	Single SIM	Not Applicable	Hexa Core	Black	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung N975 Galaxy Note 10+ Plus 256GB Unlocked Smartphone - Very Good	306.04	15.36	4326.0	1323919.89	https://www.ebay.com/itm/383859582143?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	samsung	Samsung Galaxy Note10+	256.0	Unlocked	16.0	6.8	Factory Unlocked	12.0	Without Contract	Android	SM-N975U	Bar	SM-N975	4G, Bluetooth, GPS, LTE, Wi-Fi	4G Data Capable, 4K Video Recording, AMOLED Display	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
