Title	Price	Shipping_cost	Sales_Count	Sales_Value	Link	Condition	Seller Notes	Brand	Model	Storage Capacity	Network	Camera Resolution	Screen Size	Lock Status	RAM	Contract	Operating System	Model Number	Style	MPN	Connectivity	Features	SIM Card Slot	Memory Card Type	Processor	Color	2G	3G	4G	5G	Bluetooth	GSM	WI-FI	Micro USB	USB	Type-C	Fast_usb	NFC	Dual-Band	ANT+	Android Beam	Beidou	Cellular	FM	DLNA	EDGE	Fast Charge	GPS	Galileo	Global Version	HDMI Micro	Glonass	Headphone Jack	OTA	OTG	Infrared	Lightning	Quad-Band	Tri-Band	Wireless charging	WAP	WCDMA	Last_Sale	Is_Target
🔥🔥SAMSUNG GALAXY S21 5G SM-G991U1-128GB-FACTORY UNLOCKED SMARTPHONES🔥🔥	426.66	0.0	338.0	144212.62	https://www.ebay.com/itm/115240858132?nordt=true&orig_cvip=true&rt=nc	Open box	“AN EXCELLENT CONDITION PHONES WITH MINOR TO BARELY VISIBLE SCRATCHES. ALL ORIGINAL ACCESSORIES ...Read moreabout the seller notes“AN EXCELLENT CONDITION PHONES WITH MINOR TO BARELY VISIBLE SCRATCHES. ALL ORIGINAL ACCESSORIES INCLUDED WITH ORIGINAL BOX”Read Lessabout the seller notes	samsung	Samsung Galaxy S21 5G	128.0	Unlocked	12.0	6.2	Factory Unlocked	8.0	Without Contract	Android	SM-G991U1	Bar	Does Not Apply	2G, 3G, 4G, 4G+, 5G	8K Video Recording, Bluetooth Enabled, Fast Wireless Charging, Touch Screen, Triple Rear Camera, Vibration, Video Calling, Video Camera, Wi-Fi Capable, Wireless Charging, Wireless PowerShare	Single SIM	In-Build	Octa Core	Phantom Gray, Phantom Violet, Phantom Pink	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
🔥🔥SAMSUNG GALAXY S21 5G SM-G991U1-128GB-FACTORY UNLOCKED SMARTPHONES🔥🔥	426.66	0.0	338.0	144212.62	https://www.ebay.com/itm/115240858132?nordt=true&orig_cvip=true&rt=nc	Open box	“AN EXCELLENT CONDITION PHONES WITH MINOR TO BARELY VISIBLE SCRATCHES. ALL ORIGINAL ACCESSORIES ...Read moreabout the seller notes“AN EXCELLENT CONDITION PHONES WITH MINOR TO BARELY VISIBLE SCRATCHES. ALL ORIGINAL ACCESSORIES INCLUDED WITH ORIGINAL BOX”Read Lessabout the seller notes	samsung	Samsung Galaxy S21 5G	128.0	Unlocked	12.0	6.2	Factory Unlocked	8.0	Without Contract	Android	SM-G991U1	Bar	Does Not Apply	2G, 3G, 4G, 4G+, 5G	8K Video Recording, Bluetooth Enabled, Fast Wireless Charging, Touch Screen, Triple Rear Camera, Vibration, Video Calling, Video Camera, Wi-Fi Capable, Wireless Charging, Wireless PowerShare	Single SIM	In-Build	Octa Core	Phantom Gray, Phantom Violet, Phantom Pink	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 11 Pro 64GB 256GB 512GB - Fully Unlocked Smartphone - Chips - Good	287.24	15.7	334.0	95936.66	https://www.ebay.com/itm/225283012200?nordt=true&orig_cvip=true&rt=nc	Used	“The phone may show SMALL CRACKS on the back & front of the device, which won't affect functionality.”	apple	Apple iPhone 11 Pro	105.2	Unlocked	12.0	5.8	Factory Unlocked	4.0	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	Does Not Apply	4G, Bluetooth, GPS, Lightning, LTE, NFC, Wi-Fi	3D Depth Camera, 4K Video Recording, Accelerometer, Active Edge, Bluetooth Enabled, Fingerprint Sensor, GPS, Internet Connectivity, MMS (Multimedia Messaging), Music Player, NFC Connectivity, Touch Screen, Video Calling, Video Camera, Voice-Activated Dialing, Wireless Charging	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 11 Pro 64GB 256GB 512GB - Fully Unlocked Smartphone - Chips - Good	287.24	15.7	334.0	95936.66	https://www.ebay.com/itm/225283012200?nordt=true&orig_cvip=true&rt=nc	Used	“The phone may show SMALL CRACKS on the back & front of the device, which won't affect functionality.”	apple	Apple iPhone 11 Pro	105.2	Unlocked	12.0	5.8	Factory Unlocked	4.0	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	Does Not Apply	4G, Bluetooth, GPS, Lightning, LTE, NFC, Wi-Fi	3D Depth Camera, 4K Video Recording, Accelerometer, Active Edge, Bluetooth Enabled, Fingerprint Sensor, GPS, Internet Connectivity, MMS (Multimedia Messaging), Music Player, NFC Connectivity, Touch Screen, Video Calling, Video Camera, Voice-Activated Dialing, Wireless Charging	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 11 Pro 64GB 256GB 512GB - Fully Unlocked Smartphone - Chips - Good	287.24	15.7	334.0	95936.66	https://www.ebay.com/itm/225283012200?nordt=true&orig_cvip=true&rt=nc	Used	“The phone may show SMALL CRACKS on the back & front of the device, which won't affect functionality.”	apple	Apple iPhone 11 Pro	105.2	Unlocked	12.0	5.8	Factory Unlocked	4.0	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	Does Not Apply	4G, Bluetooth, GPS, Lightning, LTE, NFC, Wi-Fi	3D Depth Camera, 4K Video Recording, Accelerometer, Active Edge, Bluetooth Enabled, Fingerprint Sensor, GPS, Internet Connectivity, MMS (Multimedia Messaging), Music Player, NFC Connectivity, Touch Screen, Video Calling, Video Camera, Voice-Activated Dialing, Wireless Charging	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 11 Pro 64GB 256GB 512GB - Fully Unlocked Smartphone - Chips - Good	287.24	15.7	334.0	95936.66	https://www.ebay.com/itm/225283012200?nordt=true&orig_cvip=true&rt=nc	Used	“The phone may show SMALL CRACKS on the back & front of the device, which won't affect functionality.”	apple	Apple iPhone 11 Pro	105.2	Unlocked	12.0	5.8	Factory Unlocked	4.0	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	Does Not Apply	4G, Bluetooth, GPS, Lightning, LTE, NFC, Wi-Fi	3D Depth Camera, 4K Video Recording, Accelerometer, Active Edge, Bluetooth Enabled, Fingerprint Sensor, GPS, Internet Connectivity, MMS (Multimedia Messaging), Music Player, NFC Connectivity, Touch Screen, Video Calling, Video Camera, Voice-Activated Dialing, Wireless Charging	Single SIM	MicroSD	Hexa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 6 16GB 64GB 128GB Factory Unlocked SmartPhone AT&T T-mobile Verizon	89.82	9.68	543.0	48774.47	https://www.ebay.com/itm/323431647262?nordt=true&orig_cvip=true&rt=nc	Open box	“Factory Unlocked and Compatible With Any Carrier Including AT&T, T-mobile, Verizon, StraightTalk, ...Read moreabout the seller notes“Factory Unlocked and Compatible With Any Carrier Including AT&T, T-mobile, Verizon, StraightTalk, Metro PCS.... These are A grade units in excellent cosmetic condition and rated a 9.5 out of 10 cosmetically.”Read Lessabout the seller notes	apple	iPhone 6 Unlocked	105.2	Unlocked	17.588671875	5.916407485281749	Factory Unlocked	4.979014989293362	Without Contract	IOS	A2111 (CDMA + GSM)	Bar	6 Unlocked	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Kyocera DuraForce PRO2 E6910 Verizon Unlocked Rugged 64GB Android Smartphone NEW	245.12	10.36	473.0	115941.47	https://www.ebay.com/itm/294175845363?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	kyocera	Kyocera DuraForce Pro 2	64.0	Unlocked	13.0	5.916407485281749	Network Unlocked	4.0	Without Contract	Android	E6910	Bar	Does Not Apply	4G, Bluetooth, GPS	Dust-Resistant, Rugged, Water-Resistant	Single SIM	MicroSD	Octa Core	Black	0	0	1	0	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
"ZTE AVID 579 SMARTPHONE 5.45"" HD+ Display 32GB MEMORY Factory Unlocked"	49.34	15.71	665.0	32809.48	https://www.ebay.com/itm/383858323328?nordt=true&orig_cvip=true&rt=nc	Excellent - Refurbished	“Unlocked like new cosmetics  100%  functional”	zte	ZTE Avid	32.0	Unlocked	17.588671875	5.45	Factory Unlocked	4.979014989293362	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does Not Apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
XGODY 2022 New Android Cell Phone Cheap Unlocked Smartphone 2 SIM Quad Core 16GB	69.3	7.48	518.0	35899.44	https://www.ebay.com/itm/265026754048?nordt=true&orig_cvip=true&rt=nc	New	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	xgody	V40	16.0	Unlocked	5.0	6.0	Factory Unlocked	2.0	Without Contract	Android	A2111 (CDMA + GSM)	Bar	Does Not Apply	2G, 3G, 4G, Bluetooth, Dual-Band, GPRS, GPS, USB	3G Data Capable, 4G Data Capable, Bluetooth Enabled, Dual SIM, Facial Recognition, Front Camera, GPS, Internet Browser, Music Player, Rear Camera, Speakerphone, Touchscreen, Wi-Fi Capable	Dual SIM	MicroSD	Quad Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung Galaxy Note 9 N960U GSM Factory Unlocked 128GB Smartphone - Grade B+	198.44	12.94	474.0	94060.26	https://www.ebay.com/itm/313646353339?nordt=true&orig_cvip=true&rt=nc	Used	"“""B + Stock "" Condition: May show Moderate signs of wear like a scratches Not visible when screen is ...Read moreabout the seller notes“""B + Stock "" Condition: May show Moderate signs of wear like a scratches Not visible when screen is on, scuffs, and minor dents but it does not impair the functionality, And no screen Burns, Includes Free charger and cable, 100% FULLY FUNCTIONAL, Certified via a 34 Point Factory Inspection, These are Unlocked devices And will support all GSM networks Worldwide (May not support CDMA Networks such as verizon etc), Ships in a Generic box, Photos are Stock Photos”Read Lessabout the seller notes"	samsung	Samsung Galaxy Note9	128.0	Operator	12.0	6.4	GSM Factory Unlocked	6.0	Without Contract	Android	SM-N960U	Bar	N960U	4G, Bluetooth, LTE, Wi-Fi, GPS, NFC, 2G, 3G, Bluetooth, GPRS	Internet Browser, 3G Data Capable, 4G Data Capable, Accelerometer, Bluetooth Enabled, Fingerprint Sensor, Voice-Activated Dialing	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Apple iPhone 6S Plus 128GB Unlocked Smartphone - Very Good	140.75	14.99	439.0	61790.53	https://www.ebay.com/itm/362108949221?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	iPhone 6s Plus	128.0	Operator	12.0	5.5	Factory Unlocked	2.0	Without Contract	IOS	A1634	Bar	MKWH2LL/A, MKWG2LL/A, MKTY2LL/A, MKWF2LL/A	4G, LTE	Internet Browser, Touchscreen, 4G Data Capable, Bluetooth Enabled, GPS, Music Player, Speakerphone	Single SIM	MicroSD	Others	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung Galaxy Note9 N960U 128GB Factory Unlocked Smartphone - Very Good	233.56	0.0	431.0	100665.69	https://www.ebay.com/itm/254279015307?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This Galaxy Note9 is in Very Good condition and has been determined fully functional by our ...Read moreabout the seller notes“This Galaxy Note9 is in Very Good condition and has been determined fully functional by our industry leading functionality inspection. It will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. This item does NOT come in its original packaging but will include a generic UL certified cable.”Read Lessabout the seller notes	samsung	Galaxy Note9	128.0	Unlocked	12.0	6.4	Network Unlocked	6.0	Without Contract	Android	N960U	Smartphone	SM-N960UZKAXAA	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 8 256GB Unlocked Smartphone - Very Good	174.75	14.99	468.0	81780.83	https://www.ebay.com/itm/362435884735?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 8	256.0	Operator	12.0	4.7	Factory Unlocked	2.0	Without Contract	IOS	A1863	Smartphone	MQ7H2LL/A, MQ7G2LL/A, MQ7U2LL/A, MRRL2LLA	4G, Bluetooth, GPS, Wi-Fi	4K Video Recording, Camera	Single SIM	MicroSD	Hexa Core	Black	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 8 256GB Unlocked Smartphone - Very Good	174.75	14.99	468.0	81780.83	https://www.ebay.com/itm/362435884735?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 8	256.0	Operator	12.0	4.7	Factory Unlocked	2.0	Without Contract	IOS	A1863	Smartphone	MQ7H2LL/A, MQ7G2LL/A, MQ7U2LL/A, MRRL2LLA	4G, Bluetooth, GPS, Wi-Fi	4K Video Recording, Camera	Single SIM	MicroSD	Hexa Core	Black	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 8 256GB Unlocked Smartphone - Very Good	174.75	14.99	468.0	81780.83	https://www.ebay.com/itm/362435884735?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 8	256.0	Operator	12.0	4.7	Factory Unlocked	2.0	Without Contract	IOS	A1863	Smartphone	MQ7H2LL/A, MQ7G2LL/A, MQ7U2LL/A, MRRL2LLA	4G, Bluetooth, GPS, Wi-Fi	4K Video Recording, Camera	Single SIM	MicroSD	Hexa Core	Black	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 8 256GB Unlocked Smartphone - Very Good	174.75	14.99	468.0	81780.83	https://www.ebay.com/itm/362435884735?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 8	256.0	Operator	12.0	4.7	Factory Unlocked	2.0	Without Contract	IOS	A1863	Smartphone	MQ7H2LL/A, MQ7G2LL/A, MQ7U2LL/A, MRRL2LLA	4G, Bluetooth, GPS, Wi-Fi	4K Video Recording, Camera	Single SIM	MicroSD	Hexa Core	Black	0	0	1	0	1	0	1	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 12 Pro Max 256GB Unlocked Smartphone - Very Good	662.48	17.49	462.0	306066.9	https://www.ebay.com/itm/363712909918?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 12 Pro Max	256.0	Unlocked	12.0	6.5	Factory Unlocked	6.0	Without Contract	IOS	A2342	Bar	MGCL3LL/A, MGCN3LL/A, MGCK3LL/A, MGCM3LLA	4G, 5G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, Barometer, LiDAR Scanner, Proximity Sensor	Dual SIM (SIM + eSIM)	Not Applicable	Hexa Core	Black	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Apple iPhone 12 Pro 256GB Unlocked Smartphone - Very Good	521.22	14.99	482.0	251226.15	https://www.ebay.com/itm/363712923708?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes ...Read moreabout the seller notes“This is a B+ Stock item, meaning unit is in very good cosmetic condition and may have minor scrapes or scratches since it's been handled.”Read Lessabout the seller notes	apple	Apple iPhone 12 Pro	256.0	Unlocked	12.0	6.1	Factory Unlocked	6.0	Without Contract	IOS	A2341	Bar	MGLV3LL/A, MGLT3LL/A, MGLU3LL/A, MGLW3LL/A	4G, 5G, Bluetooth, GPS	Face ID, Three-axis gyro, 4K Video Recording, Accelerometer, Barometer, LiDAR Scanner, Proximity Sensor	Dual SIM (SIM + eSIM)	Not Applicable	Hexa Core	Black	0	0	1	1	1	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	1	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
Samsung Galaxy S10+ Plus AT&T T-Mobile Verizon - (Factory Unlocked) - Very Good	238.43	26.61	439.0	104671.36	https://www.ebay.com/itm/255107348793?nordt=true&orig_cvip=true&rt=nc	Very Good - Refurbished	“Very Good Condition - Samsung Galaxy S10+ Plus - Unlocked - See the below description for more ...Read moreabout the seller notes“Very Good Condition - Samsung Galaxy S10+ Plus - Unlocked - See the below description for more details. Free One-Year Warranty Included. Comes with a new 2-Piece Fast Charge Charger and a SIM tray removal tool. Every phone is 100% function tested by our team of certified technicians to guarantee they work just like new or your money back.  Feel free to check our store ratings to see what our customers have to say about us and our products. If you have any questions at all, please, send us a message and ask!”Read Lessabout the seller notes	samsung	Samsung Galaxy S10+	128.0	Operator	16.0	6.4	Factory Unlocked	8.0	Unlocked	Android	A2111 (CDMA + GSM)	Bar	SM-G975U	2G, 3G, 4G, 4G+, 5G, Bluetooth, DLNA, Dual-Band, GPRS, GPS, LTE, NFC, USB Type-C, WAP, Wi-Fi	4K Video Recording, Accelerometer, Ambient Light Sensor, AMOLED Display, ANT+, Barometer, Bluetooth Enabled, Camera, Dust-Resistant, Facial Recognition, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Geotagging, Global Ready, GPS, Internet Connectivity, Live Focus, MMS (Multimedia Messaging), Music Player, Nano SIM, NFC Connectivity, Speakerphone, Video Calling, Water-Resistant, Wi-Fi Capable, Wireless Charging	Single SIM	microSDXC	Octa Core	Blue	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Google Pixel 4a G025J - 128GB - Just Black (Unlocked CDMA+GSM) Smartphone	342.5	25.66	328.0	112341.48	https://www.ebay.com/itm/164638937913?nordt=true&orig_cvip=true&rt=nc	Open box	“Open box units. Never used. New condition with all original accessories. No scratches or marks on ...Read moreabout the seller notes“Open box units. Never used. New condition with all original accessories. No scratches or marks on the phone. Packaging may show some damage”Read Lessabout the seller notes	google	Pixel 4a	128.0	Unlocked	12.0	5.8	Factory Unlocked	6.0	Google Fi Network	Android	G025J, GA02099-US	Bar	G025J	Bluetooth, 4G, 3G, 2G, GPS, LTE	HD + OLED	Single SIM	MicroSD	Octa Core	Black	1	1	1	1	1	1	1	1	1	1	1.0	1	1	1.0	1.0	1.0	1.0	1.0	1	1	1.0	1	1.0	1.0	1.0	1.0	1	1.0	1.0	1	1.0	1	1	1.0	1	1	2023-06-14 00:00:00	0
Samsung Galaxy S9 PLUS SM-G965U- 64GB - GSM Unlocked Smartphone 9/10 - SBI	133.06	11.72	340.0	45240.95	https://www.ebay.com/itm/193786892621?nordt=true&orig_cvip=true&rt=nc	Used	“9/10 CONDITION! The device will show a Pink SHADE ON THE SCREEN, which will not impact the ...Read moreabout the seller notes“9/10 CONDITION! The device will show a Pink SHADE ON THE SCREEN, which will not impact the functionality of the device. Device is guaranteed to be 100 % Fully functional. May contain minor signs of use on the screen, has minor signs of use on the bezel. This device will work with All GSM Carriers Such as T-Mobile , AT&amp;T, Metro-PCS, Cricket and Worldwide. Will not work with Sprint or Verizon or CDMA subcarriers like Pageplus.”Read Lessabout the seller notes	samsung	Samsung Galaxy S9+	105.2	Unlocked	17.588671875	5.916407485281749	Factory Unlocked	4.979014989293362	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does not apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Octa Core	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
SAMSUNG Galaxy J7 Star SM-J737 - 16GB - GSM Unlocked Smartphone 9/10	76.22	9.5	440.0	33536.6	https://www.ebay.com/itm/193314396783?nordt=true&orig_cvip=true&rt=nc	Open box	“9/10 Condition! Device is guaranteed to be 100 % Fully functional. May contain minor signs of use ...Read moreabout the seller notes“9/10 Condition! Device is guaranteed to be 100 % Fully functional. May contain minor signs of use on the screen, has minor signs of use on the bezel. OVERALL VERY GOOD CONDITION 8/10. NO SHADOW OR SCREEN BURN. This device will work with All GSM Carriers Such as T-Mobile , AT&T, Metro-PCS, Cricket and Worldwide. Will not work with Sprint or Verizon or CDMA subcarriers like Pageplus.”Read Lessabout the seller notes	samsung	Samsung Galaxy J7 Star	105.2	Unlocked	17.588671875	5.916407485281749	Factory Unlocked	4.979014989293362	Without Contract	Other	A2111 (CDMA + GSM)	Bar	Does not apply	Bluetooth, 4G, Wi-Fi, Lightning, NFC	Internet Browser, Near Field Communication, Touchscreen, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Music Player, Speakerphone, TTY Compatible, Voice-Activated Dialing, Wi-Fi Capable	Single SIM	MicroSD	Others	Black	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	2023-06-14 00:00:00	0
