BOARDID,TRADEDATE,SECID,OPEN,LOW,HIGH,CLOSE,OPENPOSITIONVALUE,VALUE,VOLUME,OPENPOSITION,SETTLEPRICE,SWAPRATE,WAPRICE,CHANGE,QTY,NUMTRADES,SHORTNAME,ASSETCODE,SECID_REQUESTED
RFUD,2024-03-01,MMH7,,,,,0.0,,,0,3903.35,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-04,MMH7,,,,,0.0,,,0,3887.25,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-05,MMH7,,,,,0.0,,,0,3891.4,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-06,MMH7,,,,,0.0,,,0,3868.75,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-07,MMH7,,,,,0.0,,,0,3892.9,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-11,MMH7,,,,,0.0,,,0,3938.15,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-12,MMH7,,,,,0.0,,,0,3835.75,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-13,MMH7,,,,,0.0,,,0,3822.9,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-14,MMH7,,,,,0.0,,,0,4195.75,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-15,MMH7,,,,,0.0,,,0,4192.8,0.0,,,,0,MXI-3.27,MXI,MMH7
RFUD,2024-03-18,MMH7,,,,,0.0,,,0,4197.15,0.0,,,,0,MXI-3.27,MXI,MMH7
