region,year,population_avg,life_expectancy,visits_per_capita,urban_share,grp_total,age_struct_share,emissions_h1,emissions_fuel,industrial_index,grp_pc,emissions_h1_pc,emissions_fuel_pc,ln_grp_pc,ln_emissions_h1_pc,ln_emissions_fuel_pc,ln_population_avg,emp_mining,emp_manufacturing,emp_energy,emp_metallurgy,emp_chemicals,emp_construction,emp_mining_pc,emp_manufacturing_pc,emp_energy_pc,emp_metallurgy_pc,emp_chemicals_pc,emp_construction_pc,ln_emp_mining_pc,ln_emp_manufacturing_pc,ln_emp_energy_pc,ln_emp_construction_pc
Республика Мордовия,2015,812533.0,72.14,9.8,61.6,180352298.3,59.0,16.54,6.42,98.1,221.96304433173793,2.035609630624233e-05,7.901217550548717e-06,5.402510901040961,-10.802130118150318,-11.748493690043992,13.607911807745865,352.0,64328.0,6312.0,2048.0,661.0,31239.0,0.00043321317411108227,0.07916970756880028,0.007768299872128271,0.0025205130130099332,0.000813505420702913,0.038446438483113916,-7.744280632147765,-2.5361615335178778,-4.857703945220153,-3.258489214547857
Республика Саха (Якутия),2015,960741.0,70.23,9.4,65.3,747601714.4,60.5,150.68,104.66,103.8,778.1511504141074,0.000156837274562,0.0001089367477811,6.6569207860462605,-8.76030175787807,-9.124743139758015,13.775460140701714,47441.0,18567.0,30125.0,59.0,70.0,42834.0,0.04937959345963168,0.019325707969161304,0.03135600541665236,6.141093177037308e-05,7.286042752417145e-05,0.04458433646529086,-3.008218027994262,-3.9463190502942433,-3.4623494699087582,-3.110372681971199
Республика Северная Осетия - Алания,2015,704115.0,74.03,8.7,63.7,126051166.3,57.5,2.87,0.91,91.7,179.02070869105188,4.076038715266683e-06,1.2924025194748016e-06,5.187501490160529,-12.410384944300848,-13.55900765354362,13.464696974072377,682.0,38660.0,5589.0,3370.0,336.0,24911.0,0.0009685917783316646,0.05490580373944597,0.00793762382565348,0.004786149989703387,0.0004771947764214652,0.03537916391498548,-6.939667316228915,-2.902136221310055,-4.836141314802679,-3.3416322221016475
Республика Татарстан (Татарстан),2015,3906797.0,72.92,7.7,76.3,1867258739.6,58.6,141.51,60.48,101.5,477.9513088599178,3.622148783261582e-05,1.5480712204908524e-05,6.16950886299314,-10.225858028699005,-11.075915682792006,15.178228414663284,48912.0,351345.0,48059.0,5004.0,35916.0,199497.0,0.012519718838731575,0.08993172668044948,0.01230138141295798,0.0012808446407632647,0.009193208656605398,0.05106408139455416,-4.380450370532667,-2.4087044889681635,-4.398043712913477,-2.974673937058279
Республика Тыва,2015,316164.0,63.14,8.3,54.5,47289593.9,55.9,10.45,18.79,105.1,149.57298712060827,3.305246644146708e-05,5.943118128566187e-05,5.007784481860512,-10.317414366872647,-9.730691531858096,12.66401634528347,3068.0,3668.0,2045.0,49.0,5.0,4395.0,0.009703824597360864,0.011601573866727395,0.006468162093090928,0.00015498285699826672,1.5814577244721093e-05,0.013901013398109842,-4.635235182796322,-4.456614511907113,-5.040863276806567,-4.275793535164191
Республика Хакасия,2015,538067.0,68.72,8.0,68.0,170413137.9,57.3,46.26,34.2,98.0,316.71360239524074,8.597442325955689e-05,6.356085766270744e-05,5.757997903033495,-9.361460709902737,-9.663512722637469,13.195738366706028,8441.0,26799.0,6266.0,4535.0,789.0,20475.0,0.015687637413184602,0.049806065043944345,0.011645389886389614,0.008428318406443808,0.0014663601373063205,0.03805288189017353,-4.154882302722308,-2.999618514336079,-4.45284489519389,-3.268778457984758
Ростовская область,2015,4254694.0,71.9,8.0,67.8,1189144016.3,58.1,79.13,92.95,153.2,279.4899036922514,1.8598282273648825e-05,2.1846459463359765e-05,5.632966169195847,-10.89244133238882,-10.731471687842468,15.26353340200992,11267.0,262455.0,39324.0,11966.0,7066.0,167541.0,0.00264813403737143,0.06168598728839254,0.009242497815354054,0.0028124231730883584,0.0016607539813674028,0.039377920010228704,-5.933900023845755,-2.7856984842630914,-4.683943103523106,-3.2345500255960467
Рязанская область,2015,1138164.0,71.48,8.7,71.0,323131804.9,56.2,48.66,32.83,97.2,283.9061900569689,4.2753065463325145e-05,2.8844700763686076e-05,5.648643866893814,-10.060069658407862,-10.453584264249738,13.94492699576324,1561.0,102264.0,13632.0,3300.0,1773.0,45461.0,0.0013715070938810224,0.08984996889727667,0.011977184307358167,0.0028994064124326546,0.0015577719906797263,0.039942398459273006,-6.591845075247807,-2.4096140119153815,-4.424751746694143,-3.2203169012383266
Самарская область,2015,3222676.0,70.4,8.9,80.3,1264910264.8,58.2,125.2,39.39,99.4,392.5030827796527,3.884970130413358e-05,1.222276145662797e-05,5.972544391407294,-10.155810169619464,-11.312210651302648,14.985722628285462,18363.0,321032.0,42573.0,7331.0,23880.0,140508.0,0.005698059624982468,0.09961659192546815,0.013210449949048554,0.00227481757396648,0.007409990951619089,0.04359979098115976,-5.167629578766283,-2.3064265426683543,-4.326747099782815,-3.132702922648737
Санкт-Петербург,2015,5303737.0,74.42,9.3,100.0,3387417730.2,60.3,36.44,38.69,93.0,638.6850875524182,6.8706272577241285e-06,7.294856438017194e-06,6.459411512169746,-11.888255152007988,-11.828341055687323,15.483922224399745,2538.0,471973.0,37505.0,12573.0,13757.0,325422.0,0.0004785305153705774,0.08898876396020391,0.0070714290697295136,0.0023705926594776478,0.002593831481462976,0.06135711480414659,-7.644790576125412,-2.4192451648580593,-4.951692687996008,-2.791044143821566
Саратовская область,2015,2518281.0,71.5,8.8,75.5,625176880.6,57.7,55.32,10.99,104.2,248.2554093844174,2.1967365834074912e-05,4.3640880425973114e-06,5.514458092756028,-10.725952577068607,-12.342101315449636,14.739087083865163,7880.0,155960.0,32550.0,2379.0,4181.0,85714.0,0.0031291186329087182,0.06193113477010707,0.012925483693042993,0.000944692033970792,0.0016602595182983947,0.034036709962073336,-5.767003901013241,-2.781732240768632,-4.348554436228451,-3.3803156320610843
Сахалинская область,2015,479031.0,67.95,9.9,81.3,837495152.9,59.6,30.02,44.34,112.6,1748.3109713150088,6.266817805110734e-05,9.256185925336774e-05,7.466405441602896,-9.677656766256446,-9.287633388273596,13.079520592461762,10449.0,18302.0,10519.0,29.0,251.0,38740.0,0.021812784558828135,0.038206295625961575,0.021958912888727453,6.053887952971728e-05,0.000523974440067553,0.08087159286142233,-3.825259033427651,-3.264754969986438,-3.8185821677224876,-2.5148926555007747
Свердловская область,2015,4328434.0,69.82,7.4,84.5,1822834946.3,57.3,494.85,403.56,96.9,421.1303548350281,0.0001143254119157,9.323464329131506e-05,6.042942417193582,-9.07646168540281,-9.280391196205173,15.280716371745353,28323.0,413769.0,52354.0,108260.0,16205.0,125831.0,0.006543475076667451,0.09559323302607825,0.012095367516288801,0.025011355145995066,0.0037438482370298356,0.029070790960425873,-5.029286897344725,-2.3476532456761476,-4.41493274957866,-3.5380213559605265
Севастополь,2015,418188.0,70.76,6.2,92.4,48663257.2,57.2,0.96,0.88,372.9,116.36693831482492,2.2956182386869064e-06,2.104316718796331e-06,4.756748459855724,-12.98450836568064,-13.071519742670272,12.943686371160387,781.0,17848.0,3548.0,98.0,202.0,15356.0,0.0018675810879317436,0.042679369087587404,0.008484222407147024,0.00023434436186595503,0.0004830363377237032,0.036720326742995975,-6.283111221320701,-3.154039635048018,-4.769547027730916,-3.3044248150396984
Смоленская область,2015,952054.0,69.64,7.9,72.5,256706829.0,58.3,20.19,10.67,101.4,269.63473605488764,2.120678028767276e-05,1.1207347482390704e-05,5.597068213672173,-10.76118960252916,-11.398940969540243,13.766377034853909,1096.0,81595.0,17118.0,1617.0,3782.0,31987.0,0.0011511952053139844,0.08570417224233079,0.017980072558909474,0.001698433072073643,0.003972463746804278,0.033597884153629944,-6.766954567345946,-2.456853770288872,-4.018491214412352,-3.3932921856139306
Ставропольский край,2015,2850555.0,73.42,8.5,58.6,621198289.9,58.8,45.06,25.83,105.7,217.9218748278844,1.580744802327968e-05,9.061393307619044e-06,5.3841366262092185,-11.055029335124082,-11.611487663020432,14.86302427012818,4214.0,132745.0,28658.0,1472.0,8804.0,101478.0,0.0014783086100776867,0.0465681244529574,0.010053480813385463,0.0005163906677822389,0.0030885213581214885,0.03559938327799323,-6.516856675764046,-3.066838996516759,-4.599836354851633,-3.335426964926084
Тамбовская область,2015,1055894.0,71.63,9.0,59.3,317213651.1,57.0,19.0,11.25,104.5,300.4218710400855,1.7994230481468784e-05,1.0654478574553886e-05,5.705187723631486,-10.925459380255736,-11.449530230771748,13.869898359422177,170.0,67148.0,11225.0,567.0,3795.0,17269.0,0.00016100100957103648,0.06359350465103504,0.01063080195549932,0.0005369857201575158,0.003594110772482844,0.016354861378130758,-8.734099922371916,-2.755243941979873,-4.543999646811723,-4.113230093837507
Тверская область,2015,1308195.0,69.09,8.0,75.2,329616031.6,56.0,26.8,23.46,97.7,251.96246094810027,2.048624249442935e-05,1.7933106302959422e-05,5.529280111923446,-10.795756994939577,-10.928862039231058,14.084158882456387,1159.0,111635.0,20968.0,728.0,1622.0,40402.0,0.0008859535466807318,0.0853351373457321,0.01602819151579084,0.0005564919602964389,0.001239876318133,0.030883774972385616,-7.028846039116635,-2.461168982623849,-4.133406137453145,-3.47752431478198
Томская область,2015,1073321.0,71.29,7.8,71.7,471456736.3,60.4,149.27,48.82,108.0,439.25045377850614,0.0001390730266155,4.548499470335529e-05,6.085069760142384,-8.880511391458251,-9.99812807313842,13.886268138103231,12022.0,67330.0,14392.0,3411.0,3170.0,35617.0,0.011200749822280566,0.06273053448129684,0.013408849729018625,0.003177986827798953,0.002953450086227699,0.03318392167860314,-4.491774554504126,-2.7689069565639066,-4.311840362472864,-3.4056898071534776
Тульская область,2015,1535617.0,70.26,9.3,76.9,477537816.9,56.4,74.8,44.45,111.9,310.9745573928916,4.8710062470003914e-05,2.89460197432042e-05,5.739711099806621,-9.92962492765837,-10.450077850678888,14.244442812638802,2909.0,156193.0,19200.0,12018.0,15210.0,59328.0,0.0018943525631716764,0.10171351320023157,0.012503117639359294,0.007826170197386458,0.00990481350492994,0.038634633505620214,-6.268878154143599,-2.28559511159586,-4.381777254622928,-3.253606163713274
Тюменская область,2015,1462199.0,70.91,,63.9,905673481.7,54.9,63.83,22.36,109.7,619.3913972721907,4.365342884244894e-05,1.5292036172914905e-05,6.428737378634436,-10.03922872567218,-11.088178376653248,14.195452024940147,317890.0,162309.0,72384.0,2146.0,3483.0,274306.0,0.21740542839928081,0.11100335863996624,0.04950352175045941,0.001467652487794069,0.0023820287115502064,0.18759826808799623,-1.525991334968858,-2.198194820109854,-3.0057114654643553,-1.673452474392946
Удмуртская Республика,2015,1502569.0,70.35,10.3,65.0,517999830.2,57.5,80.1,18.98,102.6,344.7427906472182,5.3308699966524e-05,1.2631699442754376e-05,5.842798604626528,-9.839411013723636,-11.279301074616166,14.222686867797949,11204.0,139859.0,15847.0,6327.0,1301.0,57218.0,0.007456562726903058,0.09307991845965144,0.010546603849806565,0.004210788323198469,0.0008658504201803711,0.03808011479006954,-4.898660731417949,-2.374296816572802,-4.55195138085514,-3.268063054618412
Ульяновская область,2015,1254898.0,70.36,9.6,74.6,304479075.1,57.7,15.89,9.09,102.4,242.63252877923148,1.2662383715648602e-05,7.243616612664934e-06,5.491548071524921,-11.276874871796014,-11.835389944155253,14.04256485234464,2424.0,124966.0,14975.0,1281.0,1868.0,41915.0,0.001931631096710649,0.09958259555756722,0.011933240789291241,0.0010208000969003058,0.0014885671982902196,0.033401121047288304,-6.249390505155434,-2.3067678730589103,-4.4284274293609895,-3.3991658152726814
Хабаровский край,2015,1333055.0,68.78,9.7,82.6,595792329.5,60.5,67.19,82.95,102.0,446.9375453375892,5.040302163076542e-05,6.222548957094794e-05,6.1024188652491675,-9.895459431692682,-9.684745841988288,14.10298385862474,10631.0,74547.0,21400.0,3774.0,3347.0,73663.0,0.007974914763456872,0.0559219237015727,0.016053351137049858,0.0028310909902442135,0.0025107741240984055,0.05525878527142541,-4.831454318336136,-2.883798780690258,-4.131837657614798,-2.8957279417873716
Ханты-Мансийский автономный округ - Югра (Тюменская область),2015,1624107.0,72.62,11.6,91.9,3154058740.2,61.6,689.68,114.85,97.5,1942.026442962194,0.0004246518240485,7.071578412013494e-05,7.571487265113972,-7.764240962331256,-9.556841755097729,14.300468684232834,229018.0,62623.0,37805.0,148.0,1603.0,109110.0,0.14101164516869885,0.038558420104094125,0.02327740721516501,9.112700086878513e-05,0.0009870039350855578,0.0671815342215753,-1.9589128021653945,-3.2555807824833822,-3.760272036240464,-2.70035685758369
Челябинская область,2015,3500128.0,69.9,7.7,82.5,1209242684.3,57.2,323.22,146.48,98.0,345.48527490994616,9.234519423289664e-05,4.184989806087091e-05,5.844950022646648,-9.289976891298998,-10.08142119685324,15.068310097219497,19372.0,390742.0,33824.0,73972.0,14380.0,160761.0,0.005534654732626921,0.11163648872269814,0.009663646586639117,0.021134084239204966,0.004108421177739786,0.045930034558736135,-5.196726093696375,-2.1925073225938525,-4.639384208549531,-3.0806360282228558
Чеченская Республика,2015,1382576.0,73.33,5.0,35.9,154401405.1,56.1,8.99,11.989999999999998,101.0,111.6766131482103,6.502355024244599e-06,8.672217657474163e-06,4.715607312159243,-11.943346135259372,-11.655386014703478,14.1394589837429,3805.0,33751.0,7732.0,4.0,61.0,74021.0,0.0027521091064794992,0.024411677911377022,0.005592459293377001,2.893150177639421e-06,4.4120540209001167e-05,0.05353846732476189,-5.895387713447113,-3.7126936582515433,-5.186336143414678,-2.9273548680318107
Чувашская Республика - Чувашия,2015,1230365.0,71.29,11.7,60.7,251306959.0,58.5,13.33,5.76,95.0,204.2539888569652,1.0834183352094704e-05,4.681537592503038e-06,5.319364262836886,-11.432804297104491,-12.27188395658731,14.02282143129511,470.0,105008.0,9489.0,2281.0,5471.0,57549.0,0.0003820004632771576,0.08534703116554844,0.007712345523482869,0.0018539213973089287,0.004446647945934743,0.04677392481093009,-7.870088736591006,-2.4610296145816064,-4.864932919321352,-3.062429393490663
Чукотский автономный округ,2015,49450.0,63.91,11.3,67.2,61735529.4,64.9,8.61,19.64,101.9,1248.4434661274013,0.0001741152679474,0.0003971688574317,7.1296528272587905,-8.655793018611343,-7.831149034124662,10.808717337050858,6244.0,465.0,4164.0,0.0,0.0,1614.0,0.12626895854398382,0.009403437815975734,0.08420626895854398,0.0,0.0,0.03263902932254803,-2.0693410554155354,-4.666679931463502,-2.474485907315999,-3.422246488220964
Ямало-Ненецкий автономный округ (Тюменская область),2015,519245.0,71.61,11.1,84.9,1791825606.0,64.7,304.02,56.26,104.5,3450.828811062215,0.0005855039528546,0.0001083496230103,8.146369716264074,-7.4430376237031775,-9.130147309357596,13.160131112419007,81125.0,12340.0,20084.0,0.0,29.0,61965.0,0.15623645870446515,0.023765274581363325,0.03867923619871159,0.0,5.585032113934655e-05,0.11933672928964169,-1.856384658412616,-3.7395298149596283,-3.252452355264411,-2.1258061239200323
Ярославская область,2015,1262927.0,70.89,9.4,81.8,443054126.2,56.3,39.98,21.520000000000003,105.6,350.8153093567562,3.165661989964582e-05,1.703978139670781e-05,5.86025990081361,-10.360563271698426,-10.979959865477095,14.04894260077068,1023.0,130914.0,15833.0,346.0,5694.0,40046.0,0.000810023065466175,0.10365919803757462,0.012536749946750683,0.0002739667455046887,0.004508574129779472,0.03170887945225655,-7.118447834819054,-2.2666467027199744,-4.379090952269245,-3.451158528418085
