SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date
MM2550BR6,2026-03-18,,,,,52.0,,,,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-19,,,,,85.45,,,,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-20,,,,,45.8,,,,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-23,0.0,0.0,0.0,0.0,83.05,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-24,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-25,0.0,0.0,0.0,0.0,42.25,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-26,0.0,0.0,0.0,0.0,115.35,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-27,0.0,0.0,0.0,0.0,6.95,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-30,0.0,0.0,0.0,0.0,69.65,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-03-31,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-01,0.0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-02,0.0,0.0,0.0,0.0,13.55,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-03,0.0,0.0,0.0,0.0,42.25,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-06,0.0,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-07,0.0,0.0,0.0,0.0,52.8,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-08,0.0,0.0,0.0,0.0,49.9,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-09,0.0,0.0,0.0,0.0,39.7,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-10,0.0,0.0,0.0,0.0,42.05,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-13,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-14,0.0,0.0,0.0,0.0,33.85,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-15,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-16,0.0,0.0,0.0,0.0,12.15,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-17,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-20,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-21,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-22,0.0,0.0,0.0,0.0,21.65,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-23,0.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-24,0.0,0.0,0.0,0.0,29.15,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-27,0.0,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-28,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-29,0.0,0.0,0.0,0.0,71.6,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-04-30,0.0,0.0,0.0,0.0,103.45,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-05-04,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0,P,2550.0,2026-06-18
MM2550BR6,2026-05-05,0.0,0.0,0.0,0.0,50.3,0.0,0.0,0.0,0,P,2550.0,2026-06-18
