secid,shortname,regnumber,name,isin,is_traded,emitent_id,emitent_title,emitent_inn,emitent_okpo,type,group,primary_boardid,marketprice_boardid,_query,_strategy,option_type,strike,expiry_date
MM1800BF6,MXI-6.26M180626CA1800,,Марж. амер. Call 1800 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1800.0,2026-06-18
MM1800BI6,MXI-9.26M170926CA1800,,Марж. амер. Call 1800 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1800.0,2026-09-17
MM1800BL6,MXI-12.26M171226CA1800,,Марж. амер. Call 1800 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1800.0,2026-12-17
MM1800BR6,MXI-6.26M180626PA1800,,Марж. амер. Put 1800 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1800.0,2026-06-18
MM1800BU6,MXI-9.26M170926PA1800,,Марж. амер. Put 1800 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1800.0,2026-09-17
MM1800BX6,MXI-12.26M171226PA1800,,Марж. амер. Put 1800 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1800.0,2026-12-17
MM1850BC7,MXI-3.27M180327CA1850,,Марж. амер. Call 1850 с исп. 18 марта на фьюч. контр. MXI-3.27,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1850.0,2027-03-18
MM1850BF6,MXI-6.26M180626CA1850,,Марж. амер. Call 1850 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1850.0,2026-06-18
MM1850BI6,MXI-9.26M170926CA1850,,Марж. амер. Call 1850 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1850.0,2026-09-17
MM1850BL6,MXI-12.26M171226CA1850,,Марж. амер. Call 1850 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1850.0,2026-12-17
MM1850BO7,MXI-3.27M180327PA1850,,Марж. амер. Put 1850 с исп. 18 марта на фьюч. контр. MXI-3.27,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,1850.0,2027-03-18
MM1850BR6,MXI-6.26M180626PA1850,,Марж. амер. Put 1850 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1850.0,2026-06-18
MM1850BU6,MXI-9.26M170926PA1850,,Марж. амер. Put 1850 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1850.0,2026-09-17
MM1850BX6,MXI-12.26M171226PA1850,,Марж. амер. Put 1850 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1850.0,2026-12-17
MM1900BC7,MXI-3.27M180327CA1900,,Марж. амер. Call 1900 с исп. 18 марта на фьюч. контр. MXI-3.27,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1900.0,2027-03-18
MM1900BE6,MXI-6.26M210526CA1900,,Марж. амер. Call 1900 с исп. 21 мая на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1900.0,2026-05-21
MM1900BF6,MXI-6.26M180626CA1900,,Марж. амер. Call 1900 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1900.0,2026-06-18
MM1900BF7,MXI-6.27M170627CA1900,,Марж. амер. Call 1900 с исп. 17 июня на фьюч. контр. MXI-6.27,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1900.0,2027-06-17
MM1900BG6,MXI-9.26M160726CA1900,,Марж. амер. Call 1900 с исп. 16 июля на фьюч. контр. MXI-9.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1900.0,2026-07-16
MM1900BH6,MXI-9.26M200826CA1900,,Марж. амер. Call 1900 с исп. 20 авг. на фьюч. контр. MXI-9.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1900.0,2026-08-20
IM2600CE5E,IMOEXP280525CE2600,,Нед. прем. европ. Call 2600 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CE5,secid_variant,C,2600.0,2025-05-28
IM2600CE5,IMOEXP210525CE2600,,Прем. европ. Call 2600 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CE5,secid_variant,C,2600.0,2025-05-21
IM2600CE5A,IMOEXP300425CE2600,,Нед. прем. европ. Call 2600 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CE5,secid_variant,C,2600.0,2025-04-30
IM2600CE5B,IMOEXP070525CE2600,,Нед. прем. европ. Call 2600 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CE5,secid_variant,C,2600.0,2025-05-07
IM2600CE5C,IMOEXP140525CE2600,,Нед. прем. европ. Call 2600 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CE5,secid_variant,C,2600.0,2025-05-14
IM2650CE5,IMOEXP210525CE2650,,Прем. европ. Call 2650 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CE5,secid_variant,C,2650.0,2025-05-21
IM2650CE5A,IMOEXP300425CE2650,,Нед. прем. европ. Call 2650 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CE5,secid_variant,C,2650.0,2025-04-30
IM2650CE5B,IMOEXP070525CE2650,,Нед. прем. европ. Call 2650 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CE5,secid_variant,C,2650.0,2025-05-07
IM2650CE5C,IMOEXP140525CE2650,,Нед. прем. европ. Call 2650 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CE5,secid_variant,C,2650.0,2025-05-14
IM2650CE5E,IMOEXP280525CE2650,,Нед. прем. европ. Call 2650 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CE5,secid_variant,C,2650.0,2025-05-28
IM2700CE5A,IMOEXP300425CE2700,,Нед. прем. европ. Call 2700 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CE5,secid_variant,C,2700.0,2025-04-30
IM2700CE5,IMOEXP210525CE2700,,Прем. европ. Call 2700 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CE5,secid_variant,C,2700.0,2025-05-21
IM2700CE5B,IMOEXP070525CE2700,,Нед. прем. европ. Call 2700 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CE5,secid_variant,C,2700.0,2025-05-07
IM2700CE5C,IMOEXP140525CE2700,,Нед. прем. европ. Call 2700 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CE5,secid_variant,C,2700.0,2025-05-14
IM2700CE5E,IMOEXP280525CE2700,,Нед. прем. европ. Call 2700 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CE5,secid_variant,C,2700.0,2025-05-28
IM2850CQ5A,IMOEXP300425PE2850,,Нед. прем. европ. Put 2850 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CQ5A,secid_variant,P,2850.0,2025-04-30
IM2650CQ6B,IMOEXP130526PE2650,,Нед. прем. европ. Put 2650 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ6,secid_variant,P,2650.0,2026-05-13
IM2650CQ6D,IMOEXP270526PE2650,,Нед. прем. европ. Put 2650 с исп. 27 мая на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ6,secid_variant,P,2650.0,2026-05-27
IM2650CQ5,IMOEXP210525PE2650,,Прем. европ. Put 2650 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ5,secid_variant,P,2650.0,2025-05-21
IM2650CQ5A,IMOEXP300425PE2650,,Нед. прем. европ. Put 2650 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ5,secid_variant,P,2650.0,2025-04-30
IM2650CQ5B,IMOEXP070525PE2650,,Нед. прем. европ. Put 2650 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ5,secid_variant,P,2650.0,2025-05-07
IM2650CQ5C,IMOEXP140525PE2650,,Нед. прем. европ. Put 2650 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ5,secid_variant,P,2650.0,2025-05-14
IM2650CQ5E,IMOEXP280525PE2650,,Нед. прем. европ. Put 2650 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CQ5,secid_variant,P,2650.0,2025-05-28
IM2750CE6B,IMOEXP130526CE2750,,Нед. прем. европ. Call 2750 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CE6,secid_variant,C,2750.0,2026-05-13
IM2750CE5A,IMOEXP300425CE2750,,Нед. прем. европ. Call 2750 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CE5,secid_variant,C,2750.0,2025-04-30
IM2750CE5E,IMOEXP280525CE2750,,Нед. прем. европ. Call 2750 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CE5,secid_variant,C,2750.0,2025-05-28
IM2750CE5,IMOEXP210525CE2750,,Прем. европ. Call 2750 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CE5,secid_variant,C,2750.0,2025-05-21
IM2750CE5B,IMOEXP070525CE2750,,Нед. прем. европ. Call 2750 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CE5,secid_variant,C,2750.0,2025-05-07
IM2750CE5C,IMOEXP140525CE2750,,Нед. прем. европ. Call 2750 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CE5,secid_variant,C,2750.0,2025-05-14
IM2800CE6A,IMOEXP060526CE2800,,Нед. прем. европ. Call 2800 с исп. 6 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE6,secid_variant,C,2800.0,2026-05-06
IM2800CE6B,IMOEXP130526CE2800,,Нед. прем. европ. Call 2800 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE6,secid_variant,C,2800.0,2026-05-13
IM2800CE6D,IMOEXP270526CE2800,,Нед. прем. европ. Call 2800 с исп. 27 мая на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2800CE6,secid_variant,C,2800.0,2026-05-27
IM2800CE5,IMOEXP210525CE2800,,Прем. европ. Call 2800 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE5,secid_variant,C,2800.0,2025-05-21
IM2800CE5A,IMOEXP300425CE2800,,Нед. прем. европ. Call 2800 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE5,secid_variant,C,2800.0,2025-04-30
IM2800CE5B,IMOEXP070525CE2800,,Нед. прем. европ. Call 2800 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE5,secid_variant,C,2800.0,2025-05-07
IM2800CE5C,IMOEXP140525CE2800,,Нед. прем. европ. Call 2800 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE5,secid_variant,C,2800.0,2025-05-14
IM2800CE5E,IMOEXP280525CE2800,,Нед. прем. европ. Call 2800 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CE5,secid_variant,C,2800.0,2025-05-28
IM2750CQ5,IMOEXP210525PE2750,,Прем. европ. Put 2750 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CQ5,secid_variant,P,2750.0,2025-05-21
IM2750CQ5A,IMOEXP300425PE2750,,Нед. прем. европ. Put 2750 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CQ5,secid_variant,P,2750.0,2025-04-30
IM2750CQ5B,IMOEXP070525PE2750,,Нед. прем. европ. Put 2750 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CQ5,secid_variant,P,2750.0,2025-05-07
IM2750CQ5C,IMOEXP140525PE2750,,Нед. прем. европ. Put 2750 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CQ5,secid_variant,P,2750.0,2025-05-14
IM2750CQ5E,IMOEXP280525PE2750,,Нед. прем. европ. Put 2750 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CQ5,secid_variant,P,2750.0,2025-05-28
IM2850CQ6B,IMOEXP130526PE2850,,Нед. прем. европ. Put 2850 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CQ6,secid_variant,P,2850.0,2026-05-13
IM2850CQ5E,IMOEXP280525PE2850,,Нед. прем. европ. Put 2850 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CQ5,secid_variant,P,2850.0,2025-05-28
IM2850CQ5,IMOEXP210525PE2850,,Прем. европ. Put 2850 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CQ5,secid_variant,P,2850.0,2025-05-21
IM2850CQ5B,IMOEXP070525PE2850,,Нед. прем. европ. Put 2850 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CQ5,secid_variant,P,2850.0,2025-05-07
IM2850CQ5C,IMOEXP140525PE2850,,Нед. прем. европ. Put 2850 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CQ5,secid_variant,P,2850.0,2025-05-14
IM2500CE5E,IMOEXP280525CE2500,,Нед. прем. европ. Call 2500 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2500CE5,secid_variant,C,2500.0,2025-05-28
IM2500CE5,IMOEXP210525CE2500,,Прем. европ. Call 2500 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2500CE5,secid_variant,C,2500.0,2025-05-21
IM2500CE5A,IMOEXP300425CE2500,,Нед. прем. европ. Call 2500 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2500CE5,secid_variant,C,2500.0,2025-04-30
IM2500CE5B,IMOEXP070525CE2500,,Нед. прем. европ. Call 2500 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2500CE5,secid_variant,C,2500.0,2025-05-07
IM2500CE5C,IMOEXP140525CE2500,,Нед. прем. европ. Call 2500 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2500CE5,secid_variant,C,2500.0,2025-05-14
IM2700CQ6D,IMOEXP270526PE2700,,Нед. прем. европ. Put 2700 с исп. 27 мая на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2700CQ6,secid_variant,P,2700.0,2026-05-27
IM2700CQ5,IMOEXP210525PE2700,,Прем. европ. Put 2700 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CQ5,secid_variant,P,2700.0,2025-05-21
IM2700CQ5A,IMOEXP300425PE2700,,Нед. прем. европ. Put 2700 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CQ5,secid_variant,P,2700.0,2025-04-30
IM2700CQ5B,IMOEXP070525PE2700,,Нед. прем. европ. Put 2700 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CQ5,secid_variant,P,2700.0,2025-05-07
IM2700CQ5C,IMOEXP140525PE2700,,Нед. прем. европ. Put 2700 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CQ5,secid_variant,P,2700.0,2025-05-14
IM2700CQ5E,IMOEXP280525PE2700,,Нед. прем. европ. Put 2700 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CQ5,secid_variant,P,2700.0,2025-05-28
IM2750CD5D,IMOEXP230425CE2750,,Нед. прем. европ. Call 2750 с исп. 23 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CD5D,secid_variant,C,2750.0,2025-04-23
IM2800CQ5A,IMOEXP300425PE2800,,Нед. прем. европ. Put 2800 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ5A,secid_variant,P,2800.0,2025-04-30
IM2550CE5E,IMOEXP280525CE2550,,Нед. прем. европ. Call 2550 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2550CE5,secid_variant,C,2550.0,2025-05-28
IM2550CE5,IMOEXP210525CE2550,,Прем. европ. Call 2550 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2550CE5,secid_variant,C,2550.0,2025-05-21
IM2550CE5A,IMOEXP300425CE2550,,Нед. прем. европ. Call 2550 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2550CE5,secid_variant,C,2550.0,2025-04-30
IM2550CE5B,IMOEXP070525CE2550,,Нед. прем. европ. Call 2550 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2550CE5,secid_variant,C,2550.0,2025-05-07
IM2550CE5C,IMOEXP140525CE2550,,Нед. прем. европ. Call 2550 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2550CE5,secid_variant,C,2550.0,2025-05-14
IM2900CQ6B,IMOEXP130526PE2900,,Нед. прем. европ. Put 2900 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ6,secid_variant,P,2900.0,2026-05-13
IM2900CQ6D,IMOEXP270526PE2900,,Нед. прем. европ. Put 2900 с исп. 27 мая на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ6,secid_variant,P,2900.0,2026-05-27
IM2900CQ5E,IMOEXP280525PE2900,,Нед. прем. европ. Put 2900 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ5,secid_variant,P,2900.0,2025-05-28
IM2900CQ5,IMOEXP210525PE2900,,Прем. европ. Put 2900 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ5,secid_variant,P,2900.0,2025-05-21
IM2900CQ5A,IMOEXP300425PE2900,,Нед. прем. европ. Put 2900 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ5,secid_variant,P,2900.0,2025-04-30
IM2900CQ5B,IMOEXP070525PE2900,,Нед. прем. европ. Put 2900 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ5,secid_variant,P,2900.0,2025-05-07
IM2900CQ5C,IMOEXP140525PE2900,,Нед. прем. европ. Put 2900 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CQ5,secid_variant,P,2900.0,2025-05-14
IM2650CD5D,IMOEXP230425CE2650,,Нед. прем. европ. Call 2650 с исп. 23 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2650CD5D,secid_variant,C,2650.0,2025-04-23
IM2850CE6B,IMOEXP130526CE2850,,Нед. прем. европ. Call 2850 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CE6,secid_variant,C,2850.0,2026-05-13
IM2850CE6D,IMOEXP270526CE2850,,Нед. прем. европ. Call 2850 с исп. 27 мая на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2850CE6,secid_variant,C,2850.0,2026-05-27
IM2850CE5,IMOEXP210525CE2850,,Прем. европ. Call 2850 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CE5,secid_variant,C,2850.0,2025-05-21
IM2850CE5A,IMOEXP300425CE2850,,Нед. прем. европ. Call 2850 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CE5,secid_variant,C,2850.0,2025-04-30
IM2850CE5B,IMOEXP070525CE2850,,Нед. прем. европ. Call 2850 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CE5,secid_variant,C,2850.0,2025-05-07
IM2850CE5C,IMOEXP140525CE2850,,Нед. прем. европ. Call 2850 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CE5,secid_variant,C,2850.0,2025-05-14
IM2850CE5E,IMOEXP280525CE2850,,Нед. прем. европ. Call 2850 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CE5,secid_variant,C,2850.0,2025-05-28
IM2600CQ5,IMOEXP210525PE2600,,Прем. европ. Put 2600 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CQ5,secid_variant,P,2600.0,2025-05-21
IM2600CQ5A,IMOEXP300425PE2600,,Нед. прем. европ. Put 2600 с исп. 30 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CQ5,secid_variant,P,2600.0,2025-04-30
IM2600CQ5B,IMOEXP070525PE2600,,Нед. прем. европ. Put 2600 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CQ5,secid_variant,P,2600.0,2025-05-07
IM2600CQ5C,IMOEXP140525PE2600,,Нед. прем. европ. Put 2600 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CQ5,secid_variant,P,2600.0,2025-05-14
IM2600CQ5E,IMOEXP280525PE2600,,Нед. прем. европ. Put 2600 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CQ5,secid_variant,P,2600.0,2025-05-28
IM2800CQ6B,IMOEXP130526PE2800,,Нед. прем. европ. Put 2800 с исп. 13 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ6,secid_variant,P,2800.0,2026-05-13
IM2800CQ6D,IMOEXP270526PE2800,,Нед. прем. европ. Put 2800 с исп. 27 мая на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ6,secid_variant,P,2800.0,2026-05-27
IM2800CQ5,IMOEXP210525PE2800,,Прем. европ. Put 2800 с исп. 21 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ5,secid_variant,P,2800.0,2025-05-21
IM2800CQ5B,IMOEXP070525PE2800,,Нед. прем. европ. Put 2800 с исп. 7 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ5,secid_variant,P,2800.0,2025-05-07
IM2800CQ5C,IMOEXP140525PE2800,,Нед. прем. европ. Put 2800 с исп. 14 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ5,secid_variant,P,2800.0,2025-05-14
IM2800CQ5E,IMOEXP280525PE2800,,Нед. прем. европ. Put 2800 с исп. 28 мая на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2800CQ5,secid_variant,P,2800.0,2025-05-28
IM2850CP5D,IMOEXP230425PE2850,,Нед. прем. европ. Put 2850 с исп. 23 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2850CP5D,secid_variant,P,2850.0,2025-04-23
IM2600CD5D,IMOEXP230425CE2600,,Нед. прем. европ. Call 2600 с исп. 23 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2600CD5D,secid_variant,C,2600.0,2025-04-23
IM2700CD5D,IMOEXP230425CE2700,,Нед. прем. европ. Call 2700 с исп. 23 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2700CD5D,secid_variant,C,2700.0,2025-04-23
IM2900CP5D,IMOEXP230425PE2900,,Нед. прем. европ. Put 2900 с исп. 23 апр. на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2900CP5D,secid_variant,P,2900.0,2025-04-23
IM2750CF6A,IMOEXP030626CE2750,,Нед. прем. европ. Call 2750 с исп. 3 июня на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2750CF6,secid_variant,C,2750.0,2026-06-03
IM2750CF4,IMOEXP190624CE2750,,Прем. европ. Call 2750 с исп. 19 июня на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CF4,secid_variant,C,2750.0,2024-06-19
IM2750CF4D,IMOEXP260624CE2750,,Нед. прем. европ. Call 2750 с исп. 26 июня на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CF4,secid_variant,C,2750.0,2024-06-26
IM2750CF5,IMOEXP180625CE2750,,Прем. европ. Call 2750 с исп. 18 июня на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CF5,secid_variant,C,2750.0,2025-06-18
IM2750CF5A,IMOEXP040625CE2750,,Нед. прем. европ. Call 2750 с исп. 4 июня на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CF5,secid_variant,C,2750.0,2025-06-04
IM2750CF5B,IMOEXP110625CE2750,,Нед. прем. европ. Call 2750 с исп. 11 июня на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CF5,secid_variant,C,2750.0,2025-06-11
IM2750CF5D,IMOEXP250625CE2750,,Нед. прем. европ. Call 2750 с исп. 25 июня на IMOEX,,0,,,,,option_on_indices,futures_options,ROPD,,IM2750CF5,secid_variant,C,2750.0,2025-06-25
IM2750CF7,IMOEXP160627CE2750,,Прем. европ. Call 2750 с исп. 16 июня на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2750CF7,secid_variant,C,2750.0,2027-06-16
IM2750CF8,IMOEXP210628CE2750,,Прем. европ. Call 2750 с исп. 21 июня на IMOEX,,1,,,,,option_on_indices,futures_options,ROPD,,IM2750CF8,secid_variant,C,2750.0,2028-06-21
