secid,shortname,regnumber,name,isin,is_traded,emitent_id,emitent_title,emitent_inn,emitent_okpo,type,group,primary_boardid,marketprice_boardid,_query,_strategy,option_type,strike,expiry_date
MX280000BP6,MIX-6.26M160426PA280000,,Марж. амер. Put 280000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,280000.0,2026-04-16
MX285000BR6,MIX-6.26M180626PA285000,,Марж. амер. Put 285000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,285000.0,2026-06-18
MX290000BR6,MIX-6.26M180626PA290000,,Марж. амер. Put 290000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,290000.0,2026-06-18
MX280000BQ6,MIX-6.26M210526PA280000,,Марж. амер. Put 280000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,280000.0,2026-05-21
MX290000BD6,MIX-6.26M160426CA290000,,Марж. амер. Call 290000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,290000.0,2026-04-16
MX295000BE6,MIX-6.26M210526CA295000,,Марж. амер. Call 295000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,295000.0,2026-05-21
MX300000BF6,MIX-6.26M180626CA300000,,Марж. амер. Call 300000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,300000.0,2026-06-18
MX255000BR6,MIX-6.26M180626PA255000,,Марж. амер. Put 255000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,255000.0,2026-06-18
MX295000BF6,MIX-6.26M180626CA295000,,Марж. амер. Call 295000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,295000.0,2026-06-18
MX290000BF6,MIX-6.26M180626CA290000,,Марж. амер. Call 290000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,290000.0,2026-06-18
MX295000BD6,MIX-6.26M160426CA295000,,Марж. амер. Call 295000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,295000.0,2026-04-16
MX300000BD6,MIX-6.26M160426CA300000,,Марж. амер. Call 300000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,300000.0,2026-04-16
MX300000BE6,MIX-6.26M210526CA300000,,Марж. амер. Call 300000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,300000.0,2026-05-21
MX265000BE6,MIX-6.26M210526CA265000,,Марж. амер. Call 265000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,265000.0,2026-05-21
MX285000BI6,MIX-9.26M170926CA285000,,Марж. амер. Call 285000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,285000.0,2026-09-17
MX305000BD6,MIX-6.26M160426CA305000,,Марж. амер. Call 305000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,305000.0,2026-04-16
MX305000BF6,MIX-6.26M180626CA305000,,Марж. амер. Call 305000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,305000.0,2026-06-18
MX250000BQ6,MIX-6.26M210526PA250000,,Марж. амер. Put 250000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,250000.0,2026-05-21
MX255000BF6,MIX-6.26M180626CA255000,,Марж. амер. Call 255000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,255000.0,2026-06-18
MX275000BP6,MIX-6.26M160426PA275000,,Марж. амер. Put 275000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,275000.0,2026-04-16
MX280000BU6,MIX-9.26M170926PA280000,,Марж. амер. Put 280000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,280000.0,2026-09-17
MX315000BD6,MIX-6.26M160426CA315000,,Марж. амер. Call 315000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,315000.0,2026-04-16
MX255000BQ6,MIX-6.26M210526PA255000,,Марж. амер. Put 255000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,255000.0,2026-05-21
MX270000BU6,MIX-9.26M170926PA270000,,Марж. амер. Put 270000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,270000.0,2026-09-17
MX275000BD6,MIX-6.26M160426CA275000,,Марж. амер. Call 275000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,275000.0,2026-04-16
MX275000BI6,MIX-9.26M170926CA275000,,Марж. амер. Call 275000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,275000.0,2026-09-17
MX310000BF6,MIX-6.26M180626CA310000,,Марж. амер. Call 310000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,310000.0,2026-06-18
MX240000BQ6,MIX-6.26M210526PA240000,,Марж. амер. Put 240000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,240000.0,2026-05-21
MX270000BD6,MIX-6.26M160426CA270000,,Марж. амер. Call 270000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,270000.0,2026-04-16
MX225000BR6,MIX-6.26M180626PA225000,,Марж. амер. Put 225000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,225000.0,2026-06-18
MX260000BP6,MIX-6.26M160426PA260000,,Марж. амер. Put 260000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,260000.0,2026-04-16
MX270000BI6,MIX-9.26M170926CA270000,,Марж. амер. Call 270000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,270000.0,2026-09-17
MX275000BU6,MIX-9.26M170926PA275000,,Марж. амер. Put 275000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,275000.0,2026-09-17
MX295000BR6,MIX-6.26M180626PA295000,,Марж. амер. Put 295000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,295000.0,2026-06-18
MX305000BE6,MIX-6.26M210526CA305000,,Марж. амер. Call 305000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,305000.0,2026-05-21
MX315000BG6,MIX-9.26M160726CA315000,,Марж. амер. Call 315000 с исп. 16 июля на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,315000.0,2026-07-16
MX325000BD6,MIX-6.26M160426CA325000,,Марж. амер. Call 325000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,325000.0,2026-04-16
MX180000BR6,MIX-6.26M180626PA180000,,Марж. амер. Put 180000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,180000.0,2026-06-18
MX190000BR6,MIX-6.26M180626PA190000,,Марж. амер. Put 190000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,190000.0,2026-06-18
MX260000BU6,MIX-9.26M170926PA260000,,Марж. амер. Put 260000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,260000.0,2026-09-17
MX265000BP6,MIX-6.26M160426PA265000,,Марж. амер. Put 265000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,265000.0,2026-04-16
MX265000BU6,MIX-9.26M170926PA265000,,Марж. амер. Put 265000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,P,265000.0,2026-09-17
MX270000BP6,MIX-6.26M160426PA270000,,Марж. амер. Put 270000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,270000.0,2026-04-16
MX315000BF6,MIX-6.26M180626CA315000,,Марж. амер. Call 315000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,315000.0,2026-06-18
MX340000BD6,MIX-6.26M160426CA340000,,Марж. амер. Call 340000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,340000.0,2026-04-16
MX340000BF6,MIX-6.26M180626CA340000,,Марж. амер. Call 340000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,340000.0,2026-06-18
MX280000BI6,MIX-9.26M170926CA280000,,Марж. амер. Call 280000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,280000.0,2026-09-17
MX290000BP6,MIX-6.26M160426PA290000,,Марж. амер. Put 290000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,290000.0,2026-04-16
MX295000BP6,MIX-6.26M160426PA295000,,Марж. амер. Put 295000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,295000.0,2026-04-16
MX300000BP6,MIX-6.26M160426PA300000,,Марж. амер. Put 300000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,300000.0,2026-04-16
MX310000BD6,MIX-6.26M160426CA310000,,Марж. амер. Call 310000 с исп. 16 апр. на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,310000.0,2026-04-16
MX320000BE6,MIX-6.26M210526CA320000,,Марж. амер. Call 320000 с исп. 21 мая на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,320000.0,2026-05-21
MX340000BG6,MIX-9.26M160726CA340000,,Марж. амер. Call 340000 с исп. 16 июля на фьюч. контр. MIX-9.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,340000.0,2026-07-16
MX380000BF6,MIX-6.26M180626CA380000,,Марж. амер. Call 380000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,380000.0,2026-06-18
MX165000BF6,MIX-6.26M180626CA165000,,Марж. амер. Call 165000 с исп. 18 июня на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,165000.0,2026-06-18
MX165000BI6,MIX-9.26M170926CA165000,,Марж. амер. Call 165000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,C,165000.0,2026-09-17
MX165000BR6,MIX-6.26M180626PA165000,,Марж. амер. Put 165000 с исп. 18 июня на фьюч. контр. MIX-6.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,165000.0,2026-06-18
MX165000BU6,MIX-9.26M170926PA165000,,Марж. амер. Put 165000 с исп. 17 сент. на фьюч. контр. MIX-9.26,,0,,,,,option,futures_options,ROPD,,MIX,base_query,P,165000.0,2026-09-17
MX170000BF6,MIX-6.26M180626CA170000,,Марж. амер. Call 170000 с исп. 18 июня на фьюч. контр. MIX-6.26,,1,,,,,option,futures_options,ROPD,,MIX,base_query,C,170000.0,2026-06-18
MM2850BE6,MXI-6.26M210526CA2850,,Марж. амер. Call 2850 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2850.0,2026-05-21
MM2600BQ6,MXI-6.26M210526PA2600,,Марж. амер. Put 2600 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2600.0,2026-05-21
MM2800BE6,MXI-6.26M210526CA2800,,Марж. амер. Call 2800 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2800.0,2026-05-21
MM2700BQ6,MXI-6.26M210526PA2700,,Марж. амер. Put 2700 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2700.0,2026-05-21
MM2750BE6,MXI-6.26M210526CA2750,,Марж. амер. Call 2750 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2750.0,2026-05-21
MM2750BQ6,MXI-6.26M210526PA2750,,Марж. амер. Put 2750 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2750.0,2026-05-21
MM3000BE6,MXI-6.26M210526CA3000,,Марж. амер. Call 3000 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3000.0,2026-05-21
MM2650BQ6,MXI-6.26M210526PA2650,,Марж. амер. Put 2650 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2650.0,2026-05-21
MM2900BE6,MXI-6.26M210526CA2900,,Марж. амер. Call 2900 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2900.0,2026-05-21
MM2700BE6,MXI-6.26M210526CA2700,,Марж. амер. Call 2700 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2700.0,2026-05-21
MM2550BQ6,MXI-6.26M210526PA2550,,Марж. амер. Put 2550 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2550.0,2026-05-21
MM2850BD6,MXI-6.26M160426CA2850,,Марж. амер. Call 2850 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,2850.0,2026-04-16
MM2650BE6,MXI-6.26M210526CA2650,,Марж. амер. Call 2650 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2650.0,2026-05-21
MM2800BQ6,MXI-6.26M210526PA2800,,Марж. амер. Put 2800 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2800.0,2026-05-21
MM2800BD6,MXI-6.26M160426CA2800,,Марж. амер. Call 2800 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,2800.0,2026-04-16
MM2900BF6,MXI-6.26M180626CA2900,,Марж. амер. Call 2900 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2900.0,2026-06-18
MM2500BQ6,MXI-6.26M210526PA2500,,Марж. амер. Put 2500 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2500.0,2026-05-21
MM2650BF6,MXI-6.26M180626CA2650,,Марж. амер. Call 2650 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2650.0,2026-06-18
MM2950BE6,MXI-6.26M210526CA2950,,Марж. амер. Call 2950 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2950.0,2026-05-21
MM2700BR6,MXI-6.26M180626PA2700,,Марж. амер. Put 2700 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2700.0,2026-06-18
MM2800BR6,MXI-6.26M180626PA2800,,Марж. амер. Put 2800 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2800.0,2026-06-18
MM2350BQ6,MXI-6.26M210526PA2350,,Марж. амер. Put 2350 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2350.0,2026-05-21
MM2450BQ6,MXI-6.26M210526PA2450,,Марж. амер. Put 2450 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2450.0,2026-05-21
MM2800BF6,MXI-6.26M180626CA2800,,Марж. амер. Call 2800 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2800.0,2026-06-18
MM2850BP6,MXI-6.26M160426PA2850,,Марж. амер. Put 2850 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,2850.0,2026-04-16
MM3250BL6,MXI-12.26M171226CA3250,,Марж. амер. Call 3250 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3250.0,2026-12-17
MM2300BQ6,MXI-6.26M210526PA2300,,Марж. амер. Put 2300 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2300.0,2026-05-21
MM2750BP6,MXI-6.26M160426PA2750,,Марж. амер. Put 2750 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,2750.0,2026-04-16
MM2800BP6,MXI-6.26M160426PA2800,,Марж. амер. Put 2800 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,2800.0,2026-04-16
MM2850BF6,MXI-6.26M180626CA2850,,Марж. амер. Call 2850 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2850.0,2026-06-18
MM2850BR6,MXI-6.26M180626PA2850,,Марж. амер. Put 2850 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2850.0,2026-06-18
MM3050BL6,MXI-12.26M171226CA3050,,Марж. амер. Call 3050 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3050.0,2026-12-17
MM3150BI6,MXI-9.26M170926CA3150,,Марж. амер. Call 3150 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3150.0,2026-09-17
MM3200BI6,MXI-9.26M170926CA3200,,Марж. амер. Call 3200 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3200.0,2026-09-17
MM2400BR6,MXI-6.26M180626PA2400,,Марж. амер. Put 2400 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2400.0,2026-06-18
MM2450BE6,MXI-6.26M210526CA2450,,Марж. амер. Call 2450 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2450.0,2026-05-21
MM2750BR6,MXI-6.26M180626PA2750,,Марж. амер. Put 2750 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2750.0,2026-06-18
MM2900BD6,MXI-6.26M160426CA2900,,Марж. амер. Call 2900 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,2900.0,2026-04-16
MM2950BD6,MXI-6.26M160426CA2950,,Марж. амер. Call 2950 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,2950.0,2026-04-16
MM3100BI6,MXI-9.26M170926CA3100,,Марж. амер. Call 3100 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3100.0,2026-09-17
MM3100BL6,MXI-12.26M171226CA3100,,Марж. амер. Call 3100 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3100.0,2026-12-17
MM3200BL6,MXI-12.26M171226CA3200,,Марж. амер. Call 3200 с исп. 17 дек. на фьюч. контр. MXI-12.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3200.0,2026-12-17
MM3450BF7,MXI-6.27M170627CA3450,,Марж. амер. Call 3450 с исп. 17 июня на фьюч. контр. MXI-6.27,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3450.0,2027-06-17
MM2400BU6,MXI-9.26M170926PA2400,,Марж. амер. Put 2400 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2400.0,2026-09-17
MM2500BR6,MXI-6.26M180626PA2500,,Марж. амер. Put 2500 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2500.0,2026-06-18
MM2550BR6,MXI-6.26M180626PA2550,,Марж. амер. Put 2550 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2550.0,2026-06-18
MM2600BF6,MXI-6.26M180626CA2600,,Марж. амер. Call 2600 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2600.0,2026-06-18
MM2600BR6,MXI-6.26M180626PA2600,,Марж. амер. Put 2600 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,2600.0,2026-06-18
MM2650BP6,MXI-6.26M160426PA2650,,Марж. амер. Put 2650 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,2650.0,2026-04-16
MM2700BF6,MXI-6.26M180626CA2700,,Марж. амер. Call 2700 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2700.0,2026-06-18
MM2750BF6,MXI-6.26M180626CA2750,,Марж. амер. Call 2750 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2750.0,2026-06-18
MM2950BG6,MXI-9.26M160726CA2950,,Марж. амер. Call 2950 с исп. 16 июля на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,2950.0,2026-07-16
MM2950BP6,MXI-6.26M160426PA2950,,Марж. амер. Put 2950 с исп. 16 апр. на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,2950.0,2026-04-16
MM3000BF6,MXI-6.26M180626CA3000,,Марж. амер. Call 3000 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3000.0,2026-06-18
MM3100BE6,MXI-6.26M210526CA3100,,Марж. амер. Call 3100 с исп. 21 мая на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3100.0,2026-05-21
MM3150BC7,MXI-3.27M180327CA3150,,Марж. амер. Call 3150 с исп. 18 марта на фьюч. контр. MXI-3.27,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3150.0,2027-03-18
MM3200BC7,MXI-3.27M180327CA3200,,Марж. амер. Call 3200 с исп. 18 марта на фьюч. контр. MXI-3.27,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3200.0,2027-03-18
MM3300BF7,MXI-6.27M170627CA3300,,Марж. амер. Call 3300 с исп. 17 июня на фьюч. контр. MXI-6.27,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,3300.0,2027-06-17
MM1650BF6,MXI-6.26M180626CA1650,,Марж. амер. Call 1650 с исп. 18 июня на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1650.0,2026-06-18
MM1650BI6,MXI-9.26M170926CA1650,,Марж. амер. Call 1650 с исп. 17 сент. на фьюч. контр. MXI-9.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1650.0,2026-09-17
MM1650BR6,MXI-6.26M180626PA1650,,Марж. амер. Put 1650 с исп. 18 июня на фьюч. контр. MXI-6.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,1650.0,2026-06-18
MM1650BU6,MXI-9.26M170926PA1650,,Марж. амер. Put 1650 с исп. 17 сент. на фьюч. контр. MXI-9.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,1650.0,2026-09-17
MM1700BF6,MXI-6.26M180626CA1700,,Марж. амер. Call 1700 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1700.0,2026-06-18
MM1700BI6,MXI-9.26M170926CA1700,,Марж. амер. Call 1700 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1700.0,2026-09-17
MM1700BR6,MXI-6.26M180626PA1700,,Марж. амер. Put 1700 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1700.0,2026-06-18
MM1700BU6,MXI-9.26M170926PA1700,,Марж. амер. Put 1700 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1700.0,2026-09-17
MM1750BF6,MXI-6.26M180626CA1750,,Марж. амер. Call 1750 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1750.0,2026-06-18
MM1750BI6,MXI-9.26M170926CA1750,,Марж. амер. Call 1750 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,C,1750.0,2026-09-17
MM1750BL6,MXI-12.26M171226CA1750,,Марж. амер. Call 1750 с исп. 17 дек. на фьюч. контр. MXI-12.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,C,1750.0,2026-12-17
MM1750BR6,MXI-6.26M180626PA1750,,Марж. амер. Put 1750 с исп. 18 июня на фьюч. контр. MXI-6.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1750.0,2026-06-18
MM1750BU6,MXI-9.26M170926PA1750,,Марж. амер. Put 1750 с исп. 17 сент. на фьюч. контр. MXI-9.26,,1,,,,,option,futures_options,ROPD,,MXI,base_query,P,1750.0,2026-09-17
MM1750BX6,MXI-12.26M171226PA1750,,Марж. амер. Put 1750 с исп. 17 дек. на фьюч. контр. MXI-12.26,,0,,,,,option,futures_options,ROPD,,MXI,base_query,P,1750.0,2026-12-17
