TRADEDATE,BOARDID,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR,TRADE_SESSION_DATE,Ticker
2022-01-03,TQBR,Система ао,AFKS,16818,759980949.2,23.45,23.311,24.55,24.3,24.19,24.517,31417000,24.207,24.207,24.3,627894940.4,627894940.4,627894940.4,0,3,SUR,4.93,,AFKS
2022-01-03,TQBR,Аэрофлот,AFLT,21502,554791584.6,59.16,59.1,60.9,60.78,60.24,60.7,9208620,60.28,60.28,60.78,441660380.6,441660380.6,441660380.6,0,3,SUR,2.6,,AFLT
2022-01-03,TQBR,АЛРОСА ао,ALRS,25172,1151539997.0,122.46,122.22,123.91,122.8,123.12,123.27,9352780,123.14,123.14,122.8,935618799.5,935618799.5,935618799.5,0,3,SUR,0.76,,ALRS
2022-01-03,TQBR,Башнефт ап,BANEP,2690,70031488.0,1010.0,1000.5,1028.0,1026.0,1019.5,1026.0,68693,1019.5,1019.5,1026.0,70031488.0,70031488.0,70031488.0,0,3,SUR,3.06,,BANEP
2022-01-03,TQBR,БСП ао,BSPB,2196,21496823.1,81.8,81.02,85.0,84.18,83.67,84.18,256920,83.67,83.67,84.18,21496823.1,21496823.1,21496823.1,0,3,SUR,3.29,,BSPB
2022-01-03,TQBR,МКБ ао,CBOM,3975,221849091.3,6.901,6.73,7.056,7.044,6.991,7.041,31733800,7.024,7.024,7.044,142710945.0,142710945.0,142710945.0,0,3,SUR,2.76,,CBOM
2022-01-03,TQBR,СевСт-ао,CHMF,18735,734779022.4,1600.4,1594.0,1621.0,1618.8,1613.4,1619.8,455403,1614.4,1614.4,1618.8,579523522.8,579523522.8,579523522.8,0,3,SUR,0.97,,CHMF
2022-01-03,TQBR,Телеграф,CNTL,495,2476924.0,12.12,11.76,12.24,12.06,11.94,12.06,207300,11.94,11.94,12.06,2476924.0,2476924.0,2476924.0,0,3,SUR,1.01,,CNTL
2022-01-03,TQBR,Телеграф-п,CNTLP,250,1891708.0,8.28,8.0,8.28,8.16,8.12,8.16,233100,8.12,8.12,8.16,1891708.0,1891708.0,1891708.0,0,3,SUR,0.99,,CNTLP
2022-01-03,TQBR,ДетскийМир,DSKY,10188,117588325.8,125.26,124.52,127.58,127.0,126.8,126.74,927380,126.96,126.96,127.0,90242789.4,90242789.4,90242789.4,0,3,SUR,1.6,,DSKY
2022-01-03,TQBR,ДЭК ао,DVEC,817,7434593.0,1.245,1.24,1.314,1.271,1.281,1.274,5802000,1.281,1.281,1.271,7434593.0,7434593.0,7434593.0,0,3,SUR,2.74,,DVEC
2022-01-03,TQBR,Электрцинк,ELTZ,60,21691.0,167.5,163.5,171.5,169.5,169.5,170.5,128,,169.5,169.5,0.0,504730.0,0.0,0,3,SUR,1.19,,ELTZ
2022-01-03,TQBR,ЭталонГруп,ETLN,4329,38396658.02,85.96,85.54,88.24,87.9,87.38,87.9,439381,87.38,87.38,87.9,38396658.02,38396658.02,38396658.02,0,3,SUR,2.81,,ETLN
2022-01-03,TQBR,Россети,FEES,7103,296638674.8,0.163,0.16226,0.16768,0.16714,0.1652,0.16664,1795740000,0.16498,0.16498,0.16714,236115453.6,236115453.6,236115453.6,0,3,SUR,2.43,,FEES
2022-01-03,TQBR,ГАЗПРОМ ао,GAZP,102719,14049786413.6,345.0,344.3,353.88,350.9,350.21,353.73,40118360,350.62,350.62,350.9,10426978198.3,10426978198.3,10426978198.3,0,3,SUR,3.31,,GAZP
2022-01-03,TQBR,GLTR-гдр,GLTR,2644,55923837.0,640.0,623.0,647.9,637.4,636.75,628.55,87830,638.65,638.65,637.4,34122737.0,34122737.0,34122737.0,0,3,SUR,-1.48,,GLTR
2022-01-03,TQBR,ГМКНорНик,GMKN,30007,4555273712.0,22998.0,22962.0,23450.0,23284.0,23314.0,23378.0,195400,23332.0,23332.0,23284.0,3255974002.0,3255974002.0,3255974002.0,0,3,SUR,2.09,,GMKN
2022-01-03,TQBR,HHRU-адр,HHRU,2259,63265745.0,3898.0,3810.0,3960.0,3894.0,3872.0,3873.0,16340,3876.0,3876.0,3894.0,43976813.0,43976813.0,43976813.0,0,3,SUR,-0.41,,HHRU
2022-01-03,TQBR,РусГидро,HYDR,9857,142395701.9,0.7435,0.7409,0.7518,0.7485,0.7482,0.7493,190312000,0.7487,0.7487,0.7485,105833422.1,105833422.1,105833422.1,0,3,SUR,0.78,,HYDR
2022-01-03,TQBR,Ижсталь2ао,IGST,76,416858.0,2590.0,2525.0,2620.0,2567.0,2589.0,2590.0,161,,2577.0,2567.0,0.0,525770.0,0.0,0,3,SUR,1.81,,IGST
2022-01-03,TQBR,Ижсталь ап,IGSTP,40,273138.0,2140.0,2140.0,2199.0,2160.0,2168.0,2160.0,126,,2163.0,2160.0,0.0,506124.0,0.0,0,3,SUR,1.03,,IGSTP
2022-01-03,TQBR,ИнтерРАОао,IRAO,17763,681353817.55,4.273,4.26,4.413,4.4,4.364,4.385,156131800,4.3655,4.3655,4.4,619233617.2,619233617.2,619233617.2,0,3,SUR,2.93,,IRAO
2022-01-03,TQBR,КАМАЗ,KMAZ,1856,15961513.0,105.1,105.1,114.0,110.8,110.1,110.8,144970,110.1,110.1,110.8,15961513.0,15961513.0,15961513.0,0,3,SUR,5.52,,KMAZ
2022-01-03,TQBR,РСетКубань,KUBE,8,16699.0,67.2,66.7,67.2,66.7,66.8,66.7,250,,65.7,66.7,0.0,500942.0,0.0,0,3,SUR,0.3,,KUBE
2022-01-03,TQBR,КузнецкийБ,KUZB,1166,4206667.6,0.018,0.01786,0.021,0.01915,0.01941,0.01915,216710000,0.01941,0.01941,0.01915,4206667.6,4206667.6,4206667.6,0,3,SUR,6.39,,KUZB
2022-01-03,TQBR,ОргСинт ао,KZOS,573,4334187.0,97.1,96.0,98.0,96.8,97.0,96.9,44700,97.0,97.0,96.8,4334187.0,4334187.0,4334187.0,0,3,SUR,0.31,,KZOS
2022-01-03,TQBR,ОргСинт ап,KZOSP,1271,8674623.0,26.7,26.13,27.22,26.35,26.63,26.35,325760,26.63,26.63,26.35,8674623.0,8674623.0,8674623.0,0,3,SUR,0.96,,KZOSP
2022-01-03,TQBR,Лента ао,LENT,480,5220595.4,998.4,970.0,1021.4,1004.2,1000.4,1001.4,5219,1000.4,1000.4,1004.2,5220595.4,5220595.4,5220595.4,0,3,SUR,0.34,,LENT
2022-01-03,TQBR,ЛУКОЙЛ,LKOH,28301,4068314285.5,6592.0,6586.0,6705.5,6649.0,6659.5,6683.0,610921,6666.5,6666.5,6649.0,3302554558.0,3302554558.0,3302554558.0,0,3,SUR,1.67,,LKOH
2022-01-03,TQBR,ЛЭСК ао,LPSB,63,211560.0,9.25,9.15,9.4,9.35,9.3,9.35,22800,,9.2,9.35,0.0,529805.0,0.0,0,3,SUR,1.08,,LPSB
2022-01-03,TQBR,РСетиЛЭ,LSNG,762,6439848.0,8.3,8.3,8.77,8.66,8.66,8.66,743500,8.66,8.66,8.66,6439848.0,6439848.0,6439848.0,0,3,SUR,3.84,,LSNG
2022-01-03,TQBR,РСетиЛЭ-п,LSNGP,1028,10694770.0,171.5,168.95,173.9,173.6,173.3,173.6,61710,173.3,173.3,173.6,10694770.0,10694770.0,10694770.0,0,3,SUR,2.42,,LSNGP
2022-01-03,TQBR,ЛСР ао,LSRG,4554,58185722.2,612.0,610.2,622.6,614.6,615.0,614.6,94619,615.0,615.0,614.6,58185722.2,58185722.2,58185722.2,0,3,SUR,0.92,,LSRG
2022-01-03,TQBR,ММК,MAGN,30470,866612844.85,69.65,69.65,70.87,70.655,70.47,70.835,12297840,70.52,70.52,70.655,622627816.6,622627816.6,622627816.6,0,3,SUR,1.7,,MAGN
2022-01-03,TQBR,Магнит ао,MGNT,15411,1039472789.0,5460.0,5440.5,5549.0,5472.0,5503.0,5509.5,188892,5509.5,5509.5,5472.0,756902268.0,756902268.0,756902268.0,0,3,SUR,1.2,,MGNT
2022-01-03,TQBR,МГТС-4ап,MGTSP,165,906538.0,1188.0,1166.0,1204.0,1194.0,1192.0,1194.0,761,1192.0,1192.0,1194.0,906538.0,906538.0,906538.0,0,3,SUR,1.36,,MGTSP
2022-01-03,TQBR,МосБиржа,MOEX,18287,614225162.2,153.59,153.3,156.88,156.2,155.87,156.46,3940610,156.01,156.01,156.2,496086009.3,496086009.3,496086009.3,0,3,SUR,2.11,,MOEX
2022-01-03,TQBR,РСетиЦП ао,MRKP,1198,14868313.0,0.2323,0.2314,0.2391,0.2374,0.2361,0.2374,62970000,0.2361,0.2361,0.2374,14868313.0,14868313.0,14868313.0,0,3,SUR,3.04,,MRKP
2022-01-03,TQBR,МордЭнСб,MRSB,17,220420.0,0.413,0.407,0.418,0.418,0.416,0.418,530000,,0.411,0.418,0.0,505450.0,0.0,0,3,SUR,1.95,,MRSB
2022-01-03,TQBR,+МосЭнерго,MSNG,1404,36129272.5,2.098,2.071,2.15,2.1405,2.1185,2.1405,17056000,2.1185,2.1185,2.1405,36129272.5,36129272.5,36129272.5,0,3,SUR,2.03,,MSNG
2022-01-03,TQBR,РСетиМР ао,MSRS,154,1860301.5,1.2325,1.2325,1.26,1.253,1.2535,1.253,1484000,1.2535,1.2535,1.253,1860301.5,1860301.5,1860301.5,0,3,SUR,1.09,,MSRS
2022-01-03,TQBR,Мечел ао,MTLR,22032,635520970.39,125.35,124.69,128.51,127.5,127.17,127.5,4997306,127.17,127.17,127.5,635520970.39,635520970.39,635520970.39,0,3,SUR,3.41,,MTLR
2022-01-03,TQBR,Мечел ап,MTLRP,5416,253054400.5,316.35,316.35,324.0,321.0,320.75,321.0,788990,320.75,320.75,321.0,253054400.5,253054400.5,253054400.5,0,3,SUR,2.38,,MTLRP
2022-01-03,TQBR,МТС-ао,MTSS,11675,631752305.5,299.0,298.05,305.0,303.85,301.85,304.65,2093030,301.4,301.4,303.85,489971343.5,489971343.5,489971343.5,0,3,SUR,1.92,,MTSS
2022-01-03,TQBR,М.видео,MVID,12685,167319814.9,442.0,440.1,454.8,451.2,449.4,451.2,372309,449.4,449.4,451.2,167319814.9,167319814.9,167319814.9,0,3,SUR,3.08,,MVID
2022-01-03,TQBR,НКНХ ао,NKNC,993,12486414.0,111.2,111.0,120.95,118.95,115.15,118.95,108440,115.15,115.15,118.95,12486414.0,12486414.0,12486414.0,0,3,SUR,7.26,,NKNC
2022-01-03,TQBR,НКНХ ап,NKNCP,1477,26140469.6,103.28,101.96,104.76,104.12,103.72,104.12,252030,103.72,103.72,104.12,26140469.6,26140469.6,26140469.6,0,3,SUR,2.4,,NKNCP
2022-01-03,TQBR,НЛМК ао,NLMK,15617,914075451.2,217.04,216.12,219.04,218.56,218.06,218.68,4191890,218.02,218.02,218.56,734242132.0,734242132.0,734242132.0,0,3,SUR,0.76,,NLMK
2022-01-03,TQBR,НМТП ао,NMTP,1897,26655792.5,6.785,6.78,6.99,6.88,6.88,6.88,3873200,6.88,6.88,6.88,26655792.5,26655792.5,26655792.5,0,3,SUR,1.93,,NMTP
2022-01-03,TQBR,iНаукаСвяз,NSVZ,38,212335.0,180.5,180.0,183.0,181.5,181.5,181.5,1170,,181.0,181.5,0.0,501520.0,0.0,0,3,SUR,0.83,,NSVZ
2022-01-03,TQBR,Новатэк ао,NVTK,17554,1587131405.8,1720.0,1720.0,1775.0,1760.8,1758.8,1774.4,902509,1759.8,1759.8,1760.8,1374993863.4,1374993863.4,1374993863.4,0,3,SUR,3.2,,NVTK
2022-01-03,TQBR,ОГК-2 ао,OGKB,2954,48092116.1,0.636,0.636,0.6477,0.6444,0.6424,0.6444,74865000,0.6424,0.6424,0.6444,48092116.1,48092116.1,48092116.1,0,3,SUR,1.48,,OGKB
2022-01-03,TQBR,ОМЗ-ап,OMZZP,28,189415.0,4930.0,4930.0,5075.0,4990.0,4985.0,4990.0,38,,4890.0,4990.0,0.0,503585.0,0.0,0,3,SUR,3.53,,OMZZP
2022-01-03,TQBR,Озон,OZON,29126,1266435437.0,2292.0,2212.0,2323.0,2247.0,2260.5,2238.5,560223,2264.0,2264.0,2247.0,908136687.0,908136687.0,908136687.0,0,3,SUR,-3.37,,OZON
2022-01-03,TQBR,ПавлАвт ао,PAZA,84,713580.0,5720.0,5600.0,6040.0,5740.0,5800.0,5740.0,123,5800.0,5800.0,5740.0,713580.0,713580.0,713580.0,0,3,SUR,3.24,,PAZA
2022-01-03,TQBR,ФосАгро ао,PHOR,5388,353090202.0,5863.0,5823.0,5945.0,5892.0,5899.0,5936.0,59855,5901.0,5901.0,5892.0,270007066.0,270007066.0,270007066.0,0,3,SUR,1.25,,PHOR
2022-01-03,TQBR,ПИК ао,PIKK,13216,518267691.9,1102.4,1102.4,1159.6,1158.8,1140.1,1155.7,454596,1140.7,1140.7,1158.8,449036162.5,449036162.5,449036162.5,0,3,SUR,4.83,,PIKK
2022-01-03,TQBR,Полюс,PLZL,11714,1205156749.5,13120.0,12866.0,13259.0,12886.5,13050.5,12964.5,92344,13051.0,13051.0,12886.5,1019788554.0,1019788554.0,1019788554.0,0,3,SUR,-0.94,,PLZL
2022-01-03,TQBR,ПермьЭнСб,PMSB,93,627078.0,152.4,152.4,158.3,155.9,156.4,155.9,4010,156.4,156.4,155.9,627078.0,627078.0,627078.0,0,3,SUR,0.58,,PMSB
2022-01-03,TQBR,Polymetal,POLY,22130,965827543.9,1313.5,1291.3,1330.5,1300.7,1311.7,1315.0,736345,1311.3,1311.3,1300.7,777427989.6,777427989.6,777427989.6,0,3,SUR,0.24,,POLY
2022-01-03,TQBR,Приморье,PRMB,0,0.0,,,,38200.0,,,0,40000.0,39800.0,38200.0,1002400.0,518000.0,1002400.0,0,3,SUR,,,PRMB
2022-01-03,TQBR,iNanduQPLC,QIWI,2840,36867951.0,613.0,600.5,618.0,614.5,610.5,615.0,60409,608.0,608.0,614.5,27034130.0,27034130.0,27034130.0,0,3,SUR,0.99,,QIWI
2022-01-03,TQBR,ГК РБК ао,RBCM,270,907317.0,3.758,3.734,3.854,3.812,3.782,3.824,239900,3.782,3.782,3.812,907317.0,907317.0,907317.0,0,3,SUR,2.52,,RBCM
2022-01-03,TQBR,РДБанк ао,RDRB,66,301580.0,212.0,202.0,224.0,202.0,206.0,202.0,1470,,210.0,202.0,0.0,534940.0,0.0,0,3,SUR,0.0,,RDRB
2022-01-03,TQBR,РГС СК ао,RGSS,171,315764.4,0.182,0.1808,0.1896,0.186,0.1872,0.186,1686000,,0.1848,0.186,0.0,541970.6,0.0,0,3,SUR,2.2,,RGSS
2022-01-03,TQBR,ЭнергияРКК,RKKE,12,76990.0,6330.0,6330.0,6490.0,6400.0,6420.0,6400.0,12,,6320.0,6400.0,0.0,505600.0,0.0,0,3,SUR,1.11,,RKKE
2022-01-03,TQBR,Русолово,ROLO,2379,20331117.0,8.185,8.075,9.2,8.935,8.875,8.935,2290400,8.875,8.875,8.935,20331117.0,20331117.0,20331117.0,0,3,SUR,9.5,,ROLO
2022-01-03,TQBR,Роснефть,ROSN,34995,1922806205.1,599.9,598.8,614.35,607.25,607.7,610.95,3164034,608.15,608.15,607.25,1491403777.5,1491403777.5,1491403777.5,0,3,SUR,1.99,,ROSN
2022-01-03,TQBR,РОСИНТЕРао,ROST,78,319574.0,69.8,69.6,71.8,70.2,70.2,70.2,4550,,70.0,70.2,0.0,502116.0,0.0,0,3,SUR,0.86,,ROST
2022-01-03,TQBR,Россети ао,RSTI,8416,252715978.7,1.1284,1.1272,1.1849,1.1775,1.1684,1.18,216295000,1.1672,1.1672,1.1775,227962014.6,227962014.6,227962014.6,0,3,SUR,5.14,,RSTI
2022-01-03,TQBR,ГР Ростов,RTGZ,0,0.0,,,,31100.0,,,0,30900.0,30900.0,31100.0,741400.0,524500.0,741400.0,0,3,SUR,,,RTGZ
2022-01-03,TQBR,Ростел -ао,RTKM,5560,91861146.1,86.79,85.06,87.35,86.04,86.27,86.22,1064870,86.28,86.28,86.04,75258863.5,75258863.5,75258863.5,0,3,SUR,-0.47,,RTKM
2022-01-03,TQBR,Ростел -ап,RTKMP,2497,35688663.0,76.15,75.9,76.85,76.3,76.4,76.3,467230,76.4,76.4,76.3,35688663.0,35688663.0,35688663.0,0,3,SUR,0.2,,RTKMP
2022-01-03,TQBR,ТНСэнРст,RTSB,46,87738.0,0.652,0.648,0.686,0.656,0.664,0.656,132000,,0.668,0.656,0.0,500188.0,0.0,0,3,SUR,0.61,,RTSB
2022-01-03,TQBR,РУСАЛ ао,RUAL,15027,499100204.2,73.55,73.25,74.495,73.83,73.905,73.755,6753360,73.94,73.94,73.83,410980296.9,410980296.9,410980296.9,0,3,SUR,0.7,,RUAL
2022-01-03,TQBR,СамарЭн-ао,SAGO,24,101104.0,1.17,1.148,1.178,1.156,1.162,1.152,87000,,1.15,1.156,0.0,503358.0,0.0,0,3,SUR,-1.71,,SAGO
2022-01-03,TQBR,СамарЭн-ап,SAGOP,0,0.0,,,,1.199,,,0,,1.166,1.199,0.0,501420.0,0.0,0,3,SUR,,,SAGOP
2022-01-03,TQBR,СаратЭн-ао,SARE,3,4712.0,0.118,0.1172,0.118,0.1172,0.1178,0.1172,40000,,0.1166,0.1172,0.0,501012.0,0.0,0,3,SUR,0.69,,SARE
2022-01-03,TQBR,Сбербанк,SBER,118826,15116470365.3,295.9,294.34,305.5,302.7,301.23,305.47,50183170,301.29,301.29,302.7,12582100831.4,12582100831.4,12582100831.4,0,3,SUR,4.08,,SBER
2022-01-03,TQBR,Сбербанк-п,SBERP,28116,1350298462.4,279.9,279.13,289.79,287.39,285.53,289.74,4729040,285.68,285.68,287.39,1030184228.8,1030184228.8,1030184228.8,0,3,SUR,3.85,,SBERP
2022-01-03,TQBR,Селигдар,SELG,516,9503375.0,58.72,57.5,60.15,57.99,58.41,57.98,162700,58.41,58.41,57.99,9503375.0,9503375.0,9503375.0,0,3,SUR,0.47,,SELG
2022-01-03,TQBR,ЭсЭфАй ао,SFIN,19,1503828.0,526.8,526.8,531.2,528.8,527.6,528.8,2850,527.6,527.6,528.8,1503828.0,1503828.0,1503828.0,0,3,SUR,0.57,,SFIN
2022-01-03,TQBR,Сегежа,SGZH,16604,291206733.1,11.142,10.952,11.3,11.07,11.175,11.07,26058100,11.175,11.175,11.07,291206733.1,291206733.1,291206733.1,0,3,SUR,-0.18,,SGZH
2022-01-03,TQBR,Сахэнер ао,SLEN,76,371368.5,3.73,3.64,3.77,3.765,3.735,3.765,99400,,3.76,3.765,0.0,641111.5,0.0,0,3,SUR,0.8,,SLEN
2022-01-03,TQBR,Сургнфгз,SNGS,9096,815715595.0,39.9,39.435,40.13,39.59,39.72,39.6,20537800,39.705,39.705,39.59,705587721.0,705587721.0,705587721.0,0,3,SUR,-0.78,,SNGS
2022-01-03,TQBR,Сургнфгз-п,SNGSP,7156,432647762.5,38.81,38.735,38.99,38.99,38.86,38.87,11133100,38.865,38.865,38.99,325921598.5,325921598.5,325921598.5,0,3,SUR,0.78,,SNGSP
2022-01-03,TQBR,СОЛЛЕРС,SVAV,217,1952710.0,215.0,215.0,219.0,219.0,217.0,219.0,9000,217.0,217.0,219.0,1952710.0,1952710.0,1952710.0,0,3,SUR,1.86,,SVAV
2022-01-03,TQBR,ТамбЭнСб,TASB,7,42950.0,0.532,0.532,0.5445,0.5405,0.537,0.5445,80000,,0.5445,0.5405,0.0,517265.0,0.0,0,3,SUR,3.03,,TASB
2022-01-03,TQBR,ТамбЭнСб-п,TASBP,14,68005.0,0.45,0.45,0.4605,0.4525,0.4535,0.4525,150000,,0.4535,0.4525,0.0,503455.0,0.0,0,3,SUR,1.23,,TASBP
2022-01-03,TQBR,Татнфт 3ао,TATN,21208,1083152041.4,505.0,503.4,515.4,513.8,511.1,515.4,2119280,511.3,511.3,513.8,914219035.9,914219035.9,914219035.9,0,3,SUR,2.67,,TATN
2022-01-03,TQBR,Татнфт 3ап,TATNP,12271,513486396.4,462.8,462.0,472.5,469.3,468.8,472.1,1095427,468.9,468.9,469.3,440105454.4,440105454.4,440105454.4,0,3,SUR,2.01,,TATNP
2022-01-03,TQBR,ТКСХолд ао,TCSG,24524,1575572062.0,6148.0,6112.4,6382.4,6324.6,6313.0,6364.4,249579,6321.0,6321.0,6324.6,1222828705.4,1222828705.4,1222828705.4,0,3,SUR,4.03,,TCSG
2022-01-03,TQBR,ТГК-1,TGKA,2283,29329434.6,0.00995,0.00995,0.01017,0.010134,0.010102,0.010134,2903400000,0.010102,0.010102,0.010134,29329434.6,29329434.6,29329434.6,0,3,SUR,1.97,,TGKA
2022-01-03,TQBR,ТГК-2,TGKB,77,1635430.0,0.00424,0.0042,0.004335,0.004275,0.00425,0.00427,385000000,0.00425,0.00425,0.004275,1635430.0,1635430.0,1635430.0,0,3,SUR,2.03,,TGKB
2022-01-03,TQBR,ТГК-2 ап,TGKBP,71,107070.0,0.00656,0.0065,0.00666,0.00665,0.00661,0.00666,16200000,,0.00656,0.00665,0.0,500222.0,0.0,0,3,SUR,1.37,,TGKBP
2022-01-03,TQBR,Квадра-п,TGKDP,61,119196.5,0.007075,0.006945,0.00716,0.00711,0.007095,0.00711,16800000,,0.007065,0.00711,0.0,503042.5,0.0,0,3,SUR,2.01,,TGKDP
2022-01-03,TQBR,ТГК-14,TGKN,195,2316370.0,0.00259,0.00258,0.00264,0.00262,0.00261,0.00261,887000000,0.00261,0.00261,0.00262,2316370.0,2316370.0,2316370.0,0,3,SUR,0.77,,TGKN
2022-01-03,TQBR,Транснф ап,TRNFP,431,99110000.0,159750.0,158850.0,160750.0,160050.0,160100.0,159900.0,619,160300.0,160300.0,160050.0,61712050.0,61712050.0,61712050.0,0,3,SUR,0.69,,TRNFP
2022-01-03,TQBR,ТЗА ао,TUZA,129,860085.0,151.5,145.0,152.5,147.5,147.5,147.0,5830,147.5,147.5,147.5,860085.0,860085.0,860085.0,0,3,SUR,1.73,,TUZA
2022-01-03,TQBR,ЮжКузб. ао,UKUZ,60,324274.0,1356.0,1356.0,1390.0,1374.0,1368.0,1376.0,237,,1354.0,1374.0,0.0,511954.0,0.0,0,3,SUR,2.69,,UKUZ
2022-01-03,TQBR,iАвиастКао,UNAC,174,1539971.5,0.635,0.62,0.6375,0.623,0.628,0.623,2452000,0.628,0.628,0.623,1539971.5,1539971.5,1539971.5,0,3,SUR,0.56,,UNAC
2022-01-03,TQBR,ЮУНК ао,UNKL,105,1243700.0,8280.0,8020.0,8420.0,8250.0,8180.0,8250.0,152,8180.0,8180.0,8250.0,1243700.0,1243700.0,1243700.0,0,3,SUR,1.1,,UNKL
2022-01-03,TQBR,УрКузница,URKZ,120,3743220.0,16220.0,15000.0,16240.0,15420.0,15660.0,15420.0,239,15660.0,15660.0,15420.0,3743220.0,3743220.0,3743220.0,0,3,SUR,-5.4,,URKZ
2022-01-03,TQBR,УралСиб ао,USBN,97,489523.0,0.0966,0.0966,0.0999,0.0986,0.0985,0.0977,4970000,,0.0985,0.0986,0.0,500145.0,0.0,0,3,SUR,1.03,,USBN
2022-01-03,TQBR,ЮТэйр ао,UTAR,148,841290.0,7.61,7.61,7.82,7.76,7.75,7.76,108600,7.75,7.75,7.76,841290.0,841290.0,841290.0,0,3,SUR,1.97,,UTAR
2022-01-03,TQBR,Варьеган,VJGZ,1188,8722460.0,1890.0,1883.0,2227.0,2000.0,2089.0,2000.0,4175,2089.0,2089.0,2000.0,8722460.0,8722460.0,8722460.0,0,3,SUR,6.44,,VJGZ
2022-01-03,TQBR,Варьеган-п,VJGZP,1446,8400581.0,760.0,760.0,847.0,788.0,810.0,788.0,10377,810.0,810.0,788.0,8400581.0,8400581.0,8400581.0,0,3,SUR,3.28,,VJGZP
2022-01-03,TQBR,"МКПАО ""ВК""",VKCO,12672,411726556.6,873.0,869.0,889.8,878.8,881.2,885.8,467181,882.2,882.2,878.8,228083001.8,228083001.8,228083001.8,0,3,SUR,1.54,,VKCO
2022-01-03,TQBR,ТНСэнВорон,VRSB,1109,9759146.0,218.0,215.8,235.0,227.0,225.6,227.8,43250,225.6,225.6,227.0,9759146.0,9759146.0,9759146.0,0,3,SUR,5.76,,VRSB
2022-01-03,TQBR,ВСМПО-АВСМ,VSMO,128,9793900.0,47920.0,46800.0,47920.0,46920.0,47080.0,46860.0,208,47080.0,47080.0,46920.0,9793900.0,9793900.0,9793900.0,0,3,SUR,-0.09,,VSMO
2022-01-03,TQBR,ВТБ ао,VTBR,46982,1372374273.05,0.048305,0.048305,0.049495,0.049295,0.049085,0.04945,27960480000,0.04912,0.04912,0.049295,1037229727.6,1037229727.6,1037229727.6,0,3,SUR,2.6,,VTBR
2022-01-03,TQBR,ЦМТ ао,WTCM,161,464402.0,9.68,9.68,10.9,9.7,10.14,9.7,45800,,10.1,9.7,0.0,500244.0,0.0,0,3,SUR,0.62,,WTCM
2022-01-03,TQBR,ЦМТ ап,WTCMP,229,564794.0,8.5,8.42,9.16,8.54,8.72,8.54,64800,8.72,8.72,8.54,564794.0,564794.0,564794.0,0,3,SUR,1.18,,WTCMP
2022-01-03,TQBR,ЯТЭК ао,YAKG,132,1658403.0,112.3,112.0,115.95,113.05,112.9,113.05,14690,112.9,112.9,113.05,1658403.0,1658403.0,1658403.0,0,3,SUR,0.98,,YAKG
2022-01-03,TQBR,Yandex clA,YNDX,45440,3878035444.0,4569.4,4503.2,4631.8,4559.4,4569.0,4515.2,848838,4586.4,4586.4,4559.4,2618629054.0,2618629054.0,2618629054.0,0,3,SUR,-1.19,,YNDX
2022-01-03,TQBR,ЗИЛ ао,ZILL,45,505515.0,4060.0,4060.0,4225.0,4150.0,4180.0,4150.0,121,4180.0,4180.0,4150.0,505515.0,505515.0,505515.0,0,3,SUR,3.49,,ZILL
2022-01-04,TQBR,Система ао,AFKS,20699,1022883117.6,24.53,24.467,25.295,24.637,24.881,24.708,41110300,24.851,24.851,24.637,726575016.8,726575016.8,726575016.8,0,3,SUR,0.78,,AFKS
2022-01-04,TQBR,Аэрофлот,AFLT,32235,1129608156.4,60.92,60.38,63.36,63.06,62.14,63.3,18181380,62.06,62.06,63.06,934870746.6,934870746.6,934870746.6,0,3,SUR,4.28,,AFLT
2022-01-04,TQBR,АЛРОСА ао,ALRS,25919,1400442493.2,123.39,122.41,124.32,124.1,123.52,123.82,11337530,123.53,123.53,124.1,1234867669.4,1234867669.4,1234867669.4,0,3,SUR,0.45,,ALRS
2022-01-04,TQBR,Башнефт ап,BANEP,2478,63689521.5,1029.0,1020.0,1047.0,1047.0,1032.5,1047.0,61683,1032.5,1032.5,1047.0,63689521.5,63689521.5,63689521.5,0,3,SUR,2.05,,BANEP
2022-01-04,TQBR,БСП ао,BSPB,3953,52722912.1,84.2,84.2,90.0,87.1,87.19,87.1,604660,87.19,87.19,87.1,52722912.1,52722912.1,52722912.1,0,3,SUR,3.47,,BSPB
2022-01-04,TQBR,МКБ ао,CBOM,6287,348755025.1,7.038,7.038,7.234,7.081,7.119,7.102,48988200,7.103,7.103,7.081,270994487.0,270994487.0,270994487.0,0,3,SUR,0.87,,CBOM
2022-01-04,TQBR,СевСт-ао,CHMF,18540,830411790.6,1620.0,1598.0,1625.6,1606.4,1610.8,1603.4,515503,1611.6,1611.6,1606.4,603265591.8,603265591.8,603265591.8,0,3,SUR,-1.01,,CHMF
2022-01-04,TQBR,Телеграф,CNTL,432,2326562.0,12.12,11.7,12.12,11.8,11.84,11.8,196600,11.84,11.84,11.8,2326562.0,2326562.0,2326562.0,0,3,SUR,-2.16,,CNTL
